loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN100615,3,2020-02-01,2019-11-01,3,177,177100.0,174939.29,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-02-03,Core,Complete,0,0,0,0,Current,0,none
LN100615,4,2020-03-01,2019-11-01,4,176,177100.0,174395.69,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-03-04,Core,Complete,0,0,0,0,Current,0,none
LN100615,5,2020-04-01,2019-11-01,5,175,177100.0,173850.7,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-04-10,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,6,2020-05-01,2019-11-01,6,174,177100.0,173304.32,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-05-02,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,7,2020-06-01,2019-11-01,7,173,177100.0,172756.52,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-06-09,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,8,2020-07-01,2019-11-01,8,172,177100.0,172207.29,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-07-10,Core,Complete,0,0,0,0,Current,0,none
LN100615,9,2020-08-01,2019-11-01,9,171,177100.0,171656.63,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-08-07,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,10,2020-09-01,2019-11-01,10,170,177100.0,171104.51,4.656,620-659,71-80,,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-09-10,Core,Complete,0,0,0,0,Current,0,none
LN100615,11,2020-10-01,2019-11-01,11,169,177100.0,170550.94,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-10-03,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,12,2020-11-01,2019-11-01,12,168,177100.0,169995.89,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-11-06,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,13,2020-12-01,2019-11-01,13,167,177100.0,169439.36,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2020-12-05,Core,Pending,0,0,0,0,Current,0,none
LN100615,14,2021-01-01,2019-11-01,14,166,177100.0,168881.33,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-01-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,15,2021-02-01,2019-11-01,15,165,177100.0,168321.78,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-02-10,LOS_B,,0,0,0,0,Current,0,none
LN100615,16,2021-03-01,2019-11-01,16,164,177100.0,167760.71,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-03-08,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,17,2021-04-01,2019-11-01,17,163,177100.0,167198.09,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-04-09,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,18,2021-05-01,2019-11-01,18,162,177100.0,166633.93,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-05-03,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,19,2021-06-01,2019-11-01,19,161,177100.0,166068.2,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-06-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,20,2021-07-01,2019-11-01,20,160,177100.0,165500.88,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-07-04,Core,Complete,0,0,0,0,Current,0,none
LN100615,21,2021-08-01,2019-11-01,21,159,177100.0,164931.97,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-08-08,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,22,2021-09-01,2019-11-01,22,158,177100.0,164361.45,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-09-09,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,23,2021-10-01,2019-11-01,23,157,177100.0,163789.31,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-10-05,Core,Missing,0,0,0,0,Current,0,none
LN100615,24,2021-11-01,2019-11-01,24,156,177100.0,163215.53,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-11-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,25,2021-12-01,2019-11-01,25,155,177100.0,162640.09,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2021-12-10,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,26,2022-01-01,2019-11-01,26,154,177100.0,162062.98,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-01-01,LOS_B,Pending,0,0,0,0,Current,0,none
LN100615,27,2022-02-01,2019-11-01,27,153,177100.0,161484.18,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-02-02,LOS_A,Pending,0,0,0,0,Current,0,none
LN100615,28,2022-03-01,2019-11-01,28,152,177100.0,160903.68,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-03-08,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,29,2022-04-01,2019-11-01,29,151,177100.0,160321.46,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-04-04,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,30,2022-05-01,2019-11-01,30,150,177100.0,159737.51,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-05-04,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,31,2022-06-01,2019-11-01,31,149,177100.0,159151.81,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-06-10,Core,Complete,0,0,0,0,Current,0,none
LN100615,32,2022-07-01,2019-11-01,32,148,177100.0,158564.33,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-07-09,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,33,2022-08-01,2019-11-01,33,147,177100.0,157975.07,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-08-03,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,34,2022-09-01,2019-11-01,34,146,177100.0,157384.01,4.656,620-659,71-80,,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-09-07,Core,Pending,0,0,0,0,Current,0,none
LN100615,35,2022-10-01,2019-11-01,35,145,177100.0,156791.13,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-10-07,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,36,2022-11-01,2019-11-01,36,144,177100.0,156196.4,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-11-09,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,37,2022-12-01,2019-11-01,37,143,177100.0,155599.82,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2022-12-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,38,2023-01-01,2019-11-01,38,142,177100.0,155001.36,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-01-07,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,39,2023-02-01,2019-11-01,39,141,177100.0,154401.0,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-02-06,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,40,2023-03-01,2019-11-01,40,140,177100.0,153798.73,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-03-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,41,2023-04-01,2019-11-01,41,139,177100.0,153194.52,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-04-08,Core,Pending,0,0,0,0,Current,0,none
LN100615,42,2023-05-01,2019-11-01,42,138,177100.0,152588.35,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-05-02,LOS_A,,0,0,0,0,Current,0,none
LN100615,43,2023-06-01,2019-11-01,43,137,177100.0,151980.21,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,,Current,0,0,0,0,,2023-06-05,Core,Complete,0,0,0,0,Current,0,none
LN100615,44,2023-07-01,2019-11-01,44,136,177100.0,151370.07,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-07-05,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,45,2023-08-01,2019-11-01,45,135,177100.0,150757.91,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-08-09,LOS_A,Complete,0,0,0,0,Current,0,none
LN100615,46,2023-09-01,2019-11-01,46,134,177100.0,150143.71,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-09-07,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,47,2023-10-01,2019-11-01,47,133,177100.0,149527.45,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-10-10,LOS_B,Complete,0,0,0,0,Current,0,none
LN100615,48,2019-09-01,2019-11-01,48,132,177100.0,148909.11,4.656,620-659,71-80,,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-11-05,LOS_A,Complete,0,0,0,0,Current,1,date_invalid
LN100615,49,2023-12-01,2019-11-01,49,131,177100.0,148288.65,4.656,620-659,71-80,44-50,AZ,Purchase,Primary,Single Family,Sunrise Servicing,Current,0,0,0,0,,2023-12-03,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,0,2020-12-01,2020-12-01,0,360,328600.0,328099.36,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2020-12-03,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,1,2021-01-01,2020-12-01,1,359,328600.0,327598.1,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,,Current,0,0,0,0,,2021-01-08,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,2,2021-02-01,2020-12-01,2,358,328600.0,327096.21,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-02-07,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,3,2021-03-01,2020-12-01,3,357,328600.0,326593.69,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-03-05,Core,Complete,0,0,0,0,Current,0,none
LN100616,4,2021-04-01,2020-12-01,4,356,328600.0,326090.53,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-04-04,LOS_A,,0,0,0,0,Current,0,none
LN100616,5,2021-05-01,2020-12-01,5,355,328600.0,325586.74,4.545,660-699,<=60,,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-05-03,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,6,2021-06-01,2020-12-01,6,354,328600.0,325082.31,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-06-09,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,7,2021-07-01,2020-12-01,7,353,328600.0,324577.24,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-07-04,Core,Complete,0,0,0,0,Current,0,none
LN100616,8,2021-08-01,2020-12-01,8,352,328600.0,324071.52,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-08-09,LOS_B,Pending,0,0,0,0,Current,0,none
LN100616,9,2021-09-01,2020-12-01,9,351,328600.0,323565.16,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-09-01,Core,Complete,0,0,0,0,Current,0,none
LN100616,10,2021-10-01,2020-12-01,10,350,328600.0,323058.15,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-10-03,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,11,2021-11-01,2020-12-01,11,349,328600.0,322550.49,4.545,660-699,<=60,37-43,Texas,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-11-04,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,12,2021-12-01,2020-12-01,12,348,328600.0,322042.17,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-12-10,Core,Complete,0,0,0,0,Current,0,none
LN100616,13,2022-01-01,2020-12-01,13,347,328600.0,321533.2,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-01-06,LOS_A,Pending,0,0,0,0,Current,0,none
LN100616,14,2022-02-01,2020-12-01,14,346,328600.0,321023.56,4.545,660-699,<=60,37-43,Texas,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-02-06,Core,Complete,0,0,0,0,Current,0,none
LN100616,15,2022-03-01,2020-12-01,15,345,328600.0,320513.26,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-03-06,Core,Complete,0,0,0,0,Current,0,none
LN100616,16,2022-04-01,2020-12-01,16,344,328600.0,320002.3,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-04-03,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,17,2022-05-01,2020-12-01,17,343,328600.0,319490.67,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-05-03,LOS_B,Pending,0,0,0,0,Current,0,none
LN100616,18,2022-06-01,2020-12-01,18,342,328600.0,318978.37,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-06-03,LOS_B,Pending,0,0,0,0,Current,0,none
LN100616,19,2022-07-01,2020-12-01,19,341,328600.0,318465.39,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-07-03,LOS_B,Pending,0,0,0,0,Current,0,none
LN100616,20,2022-08-01,2020-12-01,20,340,328600.0,317951.73,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-08-04,Core,Pending,0,0,0,0,Current,0,none
LN100616,21,2022-09-01,2020-12-01,21,339,328600.0,317437.4,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-09-03,Core,Complete,0,0,0,0,Current,0,none
LN100616,22,2022-10-01,2020-12-01,22,338,328600.0,316922.38,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-10-10,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,23,2022-11-01,2020-12-01,23,337,328600.0,316406.68,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-11-06,Core,Complete,0,0,0,0,Current,0,none
LN100616,24,2022-12-01,2020-12-01,24,336,328600.0,315890.29,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2022-12-05,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,25,2023-01-01,2020-12-01,25,335,328600.0,315373.21,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-01-02,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,26,2023-02-01,2020-12-01,26,334,328600.0,314855.43,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-02-04,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,27,2023-03-01,2020-12-01,27,333,328600.0,314336.96,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-03-03,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,28,2023-04-01,2020-12-01,28,332,328600.0,313817.78,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-04-04,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,29,2023-05-01,2020-12-01,29,331,328600.0,313297.9,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-05-01,LOS_B,Complete,0,0,0,0,Current,0,none
LN100616,30,2023-06-01,2020-12-01,30,330,328600.0,312777.32,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-06-01,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,31,2023-07-01,2020-12-01,31,329,328600.0,312256.02,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-07-04,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,32,2023-08-01,2020-12-01,32,328,328600.0,311734.01,4.545,660-699,<=60,37-43,Texas,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-08-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,33,2023-09-01,2020-12-01,33,327,328600.0,311211.29,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-09-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,34,2023-10-01,2020-12-01,34,326,328600.0,310687.85,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-10-08,LOS_A,Complete,0,0,0,0,Current,0,none
LN100616,35,2023-11-01,2020-12-01,35,325,328600.0,310163.68,4.545,660-699,<=60,,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-11-04,Core,Complete,0,0,0,0,Current,0,none
LN100616,36,2023-12-01,2020-12-01,36,324,328600.0,309638.79,4.545,660-699,<=60,37-43,TX,Refinance,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2023-12-02,LOS_A,Complete,0,0,0,0,Current,0,none
LN100617,0,2019-06-01,2019-06-01,0,360,248700.0,248321.09,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,Current,0,0,0,0,,2019-06-02,LOS_A,Pending,1,1,1,0,30DPD,0,none
LN100617,1,2019-07-01,2019-06-01,1,359,248700.0,248321.09,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,30DPD,30,0,0,0,,2019-07-02,LOS_A,Pending,1,1,1,0,Current,0,none
LN100617,2,2019-08-01,2019-06-01,2,358,248700.0,247940.66,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,Current,0,0,0,0,,2019-08-04,LOS_A,Missing,1,1,1,0,Current,0,none
LN100617,3,2019-09-01,2019-06-01,3,357,248700.0,247559.74,4.387,620-659,61-70,>50,tx,Purchase,Primary,Single Family,Meridian Loan Services,Current,0,0,0,0,,2019-09-02,LOS_A,Complete,1,1,1,0,30DPD,0,none
LN100617,4,2019-10-01,2019-06-01,4,356,248700.0,247559.74,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,30DPD,30,0,0,0,,2019-10-06,LOS_B,Missing,1,1,1,0,30DPD,0,none
LN100617,5,2019-11-01,2019-06-01,5,355,248700.0,247559.74,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,30DPD,30,0,0,0,,2019-11-04,LOS_A,Pending,1,1,1,0,60DPD,0,none
LN100617,6,2019-12-01,2019-06-01,6,354,248700.0,247559.74,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,60DPD,60,0,0,0,,2019-12-05,LOS_A,Pending,1,1,1,0,90DPD,0,none
LN100617,7,2020-01-01,2019-06-01,7,353,248700.0,247559.74,4.387,620-659,61-70,>50,TX,Purchase,Primary,Single Family,Meridian Loan Services,90DPD,95,0,0,0,,2020-01-10,Core,Complete,1,1,1,0,Default,0,none
LN100617,8,2020-02-01,2019-06-01,8,352,248700.0,247559.74,4.387,620-659,61-70,>50,tx,Purchase,Primary,Single Family,Meridian Loan Services,Default,150,0,0,1,Moderate(10-25%),2020-02-06,LOS_A,Complete,0,0,0,0,Default,0,none
LN100618,0,2022-12-01,2022-12-01,0,360,359400.0,358852.44,5.416,620-659,<=60,31-36,GA,Purchase,Primary,Multi-Family,Highland Capital Servicing,Current,0,0,0,0,,2022-12-02,Core,Complete,0,0,0,1,Current,0,none
LN100618,1,2023-01-01,2022-12-01,1,359,359400.0,358304.19,5.416,620-659,<=60,31-36,GA,Purchase,Primary,Multi-Family,Highland Capital Servicing,Current,0,0,0,0,,2023-01-01,LOS_A,Complete,0,0,0,1,Current,0,none
LN100618,2,2023-02-01,2022-12-01,2,358,359400.0,357755.26,5.416,620-659,<=60,31-36,GA,Purchase,Primary,Multi-Family,Highland Capital Servicing,Current,0,0,0,0,,2023-02-02,LOS_B,Complete,0,0,0,1,Prepaid,0,none
LN100618,3,2023-03-01,2022-12-01,3,357,359400.0,357755.26,5.416,620-659,<=60,31-36,GA,Purchase,Primary,Multi-Family,Highland Capital Servicing,Prepaid,0,0,1,0,,2023-03-03,LOS_A,Complete,0,0,0,0,Prepaid,0,none
LN100619,0,2019-12-01,2019-12-01,0,360,209700.0,209380.51,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2019-12-10,LOS_A,Complete,0,0,0,1,Current,0,none
LN100619,1,2020-01-01,2019-12-01,1,359,209700.0,209060.63,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-01-01,LOS_B,Complete,0,0,0,1,Current,0,none
LN100619,2,2020-02-01,2019-12-01,2,358,209700.0,208740.34,4.901,<620,81-90,31-36,California,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-02-10,Core,Pending,0,0,0,1,Current,0,none
LN100619,3,2020-03-01,2019-12-01,3,357,209700.0,208419.65,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-03-09,Core,Complete,0,0,0,1,Current,0,none
LN100619,4,2020-04-01,2019-12-01,4,356,209700.0,208098.55,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-04-07,LOS_B,Complete,0,0,0,1,Current,0,none
LN100619,5,2020-05-01,2019-12-01,5,355,209700.0,207777.05,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-05-05,Core,Pending,0,0,0,1,Current,0,none
LN100619,6,2020-06-01,2019-12-01,6,354,209700.0,207455.14,4.901,<620,81-90,31-36,ca,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-06-04,Core,Complete,0,0,0,1,Current,0,none
LN100619,7,2020-07-01,2019-12-01,7,353,209700.0,207132.83,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-07-06,LOS_B,Complete,0,0,0,1,Current,0,none
LN100619,8,2020-08-01,2019-12-01,8,352,209700.0,206810.1,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-08-03,LOS_A,Pending,0,0,0,1,Current,0,none
LN100619,9,2020-09-01,2019-12-01,9,351,209700.0,206486.96,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Current,0,0,0,0,,2020-09-01,LOS_A,Pending,0,0,0,1,Prepaid,0,none
LN100619,10,2020-10-01,2019-12-01,10,350,209700.0,206486.96,4.901,<620,81-90,31-36,CA,Purchase,Primary,Single Family,Cornerstone Servicing,Prepaid,0,0,1,0,,2020-10-05,LOS_B,Complete,0,0,0,0,Prepaid,0,none
LN100620,0,2020-12-01,2020-12-01,0,360,197300.0,196999.4,3.433,780+,71-80,31-36,NC,Purchase,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2020-12-10,LOS_A,Missing,0,0,0,0,Current,0,none
LN100620,1,2021-01-01,2020-12-01,1,359,197300.0,196698.43,3.433,780+,71-80,31-36,NC,Purchase,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-01-10,Core,Pending,0,0,0,0,Current,0,none
LN100620,2,2021-02-01,2020-12-01,2,358,197300.0,196397.08,3.433,780+,71-80,31-36,NC,Purchase,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-02-07,LOS_A,Complete,0,0,0,0,Current,0,none
LN100620,3,2021-03-01,2020-12-01,3,357,197300.0,196095.36,3.433,780+,71-80,31-36,NC,Purchase,Primary,Single Family,Highland Capital Servicing,Current,0,0,0,0,,2021-03-10,LOS_A,Complete,0,0,0,0,Current,0,none
