loan_id,reporting_month,current_status,current_balance,days_past_due,last_updated_at,source_system
LN101241,2020-06-01,Current,276310.07,0,2020-06-01,Servicer_Feed
LN100264,2023-12-01,Current,394616.30308762146,0,2023-12-01,Servicer_Feed
LN100937,2020-04-01,Current,167190.84,0,2020-12-07,Servicer_Feed
LN100711,2023-10-01,Current,147195.75,0,2023-10-04,Servicer_Feed
LN100486,2024-10-01,Current,250287.65,0,2024-10-06,Servicer_Feed
LN100988,2022-11-01,Current,226108.49,0,2022-11-05,Servicer_Feed
LN100492,2024-12-01,Current,124883.96,0,2024-12-06,Servicer_Feed
LN100244,2021-11-01,Current,95269.1,0,2021-11-03,Servicer_Feed
LN100732,2024-07-01,Current,344835.1,0,2024-07-04,Servicer_Feed
LN101989,2022-04-01,30DPD,600382.3781681313,30,2022-04-09,Servicer_Feed
LN101426,2024-08-01,Current,186719.71,0,2024-08-08,Servicer_Feed
LN100949,2023-11-01,Current,144777.6136635473,0,2023-11-04,Servicer_Feed
LN101267,2024-10-01,Current,496602.3813353117,0,2024-10-10,Servicer_Feed
LN101040,2024-09-01,Current,199081.57774060065,0,2024-09-01,Servicer_Feed
LN101955,2020-11-01,Current,466892.54,0,2020-11-08,Servicer_Feed
LN101383,2024-06-01,Current,605099.88,0,2024-02-01,Servicer_Feed
LN100402,2020-04-01,Current,119057.64,0,2020-04-03,Servicer_Feed
LN100402,2023-06-01,Current,111769.57,0,2023-02-01,Servicer_Feed
LN101907,2022-12-01,Current,375688.78,0,2022-12-01,Servicer_Feed
LN100820,2023-02-01,Current,222659.2582563056,0,2023-02-05,Servicer_Feed
LN101895,2024-02-01,Current,189460.78,0,2023-10-01,Servicer_Feed
LN101769,2022-04-01,Current,254526.94113996768,0,2022-04-10,Servicer_Feed
LN100092,2019-08-01,Current,63115.87,0,2019-08-05,Servicer_Feed
LN101545,2021-05-01,Current,884821.47,0,2021-05-08,Servicer_Feed
LN100338,2024-06-01,Current,282171.0368280109,0,2024-06-02,Servicer_Feed
LN101850,2024-08-01,Current,108681.32,0,2024-08-07,Servicer_Feed
LN100704,2022-01-01,Current,165139.23,0,2022-01-05,Servicer_Feed
LN100753,2020-03-01,Current,296852.67,0,2020-03-02,Servicer_Feed
LN100573,2022-08-01,Current,232944.56,0,2022-08-10,Servicer_Feed
LN101074,2021-02-01,Current,447157.46,0,2020-10-01,Servicer_Feed
LN101183,2023-01-01,Current,265851.2,0,2023-01-04,Servicer_Feed
LN100647,2021-10-01,Current,154772.51,0,2021-06-01,Servicer_Feed
LN100259,2021-11-01,Current,174030.1769654612,0,2021-11-01,Servicer_Feed
LN100325,2022-06-01,Current,163010.47808463394,0,2022-06-02,Servicer_Feed
LN100619,2020-08-01,Current,206810.1,0,2020-04-01,Servicer_Feed
LN101720,2021-06-01,Current,86309.48,0,2021-06-02,Servicer_Feed
LN100331,2024-03-01,Current,295378.98,0,2024-03-09,Servicer_Feed
LN101831,2024-01-01,Current,363684.73,0,2024-01-01,Servicer_Feed
LN100925,2024-05-01,Current,260122.06,0,2024-05-04,Servicer_Feed
LN101099,2022-10-01,Current,275739.67,0,2022-10-02,Servicer_Feed
LN101488,2024-03-01,Current,109386.1,0,2023-11-01,Servicer_Feed
LN100944,2020-05-01,Current,220768.48,0,2020-05-08,Servicer_Feed
LN101089,2024-03-01,Current,391827.82,0,2023-11-01,Servicer_Feed
LN100022,2021-04-01,Current,209337.21,0,2020-12-01,Servicer_Feed
LN100158,2024-06-01,Current,188430.91017822098,0,2024-06-02,Servicer_Feed
LN100818,2023-05-01,Current,167224.66,0,2023-05-06,Servicer_Feed
LN100865,2024-03-01,Current,202919.06,0,2024-03-10,Servicer_Feed
LN100999,2023-06-01,Current,373530.04,0,2023-06-08,Servicer_Feed
LN100256,2021-12-01,Current,196703.3453313021,0,2021-12-07,Servicer_Feed
LN101235,2020-07-01,Current,170672.23,0,2020-07-08,Servicer_Feed
LN100292,2023-01-01,Current,151655.67,0,2023-01-03,Servicer_Feed
LN100464,2023-07-01,Current,287435.8603521133,0,2023-07-05,Servicer_Feed
LN101398,2024-05-01,Current,269321.1,0,2024-05-08,Servicer_Feed
LN101863,2023-09-01,Current,361901.69,0,2023-09-08,Servicer_Feed
LN100510,2024-07-01,Current,187571.98,0,2024-03-01,Servicer_Feed
LN101397,2024-02-01,Current,267905.9393989905,0,2024-02-06,Servicer_Feed
LN100846,2023-02-01,Current,174139.06494190454,0,2023-02-06,Servicer_Feed
LN100786,2024-10-01,Current,373912.66,0,2024-10-08,Servicer_Feed
LN101691,2023-12-01,Current,297364.39,0,2023-12-10,Servicer_Feed
LN101587,2021-09-01,Current,208482.89020753556,0,2021-09-03,Servicer_Feed
LN100626,2024-07-01,Current,206719.42,0,2024-07-08,Servicer_Feed
LN100742,2024-06-01,Current,221202.02,0,2024-06-05,Servicer_Feed
LN101207,2024-05-01,Current,398975.55,0,2024-01-01,Servicer_Feed
LN101337,2022-11-01,Current,483709.44,0,2022-11-03,Servicer_Feed
LN101140,2022-02-01,Current,284486.09193243727,0,2022-02-02,Servicer_Feed
LN100607,2024-02-01,Current,304652.61,0,2024-02-08,Servicer_Feed
LN100269,2021-04-01,Current,158550.38,0,2021-04-05,Servicer_Feed
LN101124,2024-08-01,Current,283830.33,0,2024-08-08,Servicer_Feed
LN100157,2022-08-01,Current,211294.98,0,2022-04-01,Servicer_Feed
LN100726,2023-03-01,Current,230830.47,0,2023-03-05,Servicer_Feed
LN101811,2021-07-01,Current,620631.63,0,2021-07-05,Servicer_Feed
LN101556,2022-02-01,Current,267028.69,0,2022-02-01,Servicer_Feed
LN100895,2024-02-01,Current,251577.87,0,2024-02-08,Servicer_Feed
LN100069,2024-04-01,Current,235544.1575609275,0,2024-04-05,Servicer_Feed
LN100533,2022-07-01,Current,196718.23,0,2022-07-04,Servicer_Feed
LN101988,2023-09-01,Current,165524.36,0,2023-09-09,Servicer_Feed
LN101926,2024-08-01,Current,228598.25,0,2024-04-01,Servicer_Feed
LN101615,2024-06-01,Current,249025.59,0,2024-06-04,Servicer_Feed
LN100018,2024-11-01,Current,156744.3,0,2024-07-01,Servicer_Feed
LN100825,2024-12-01,Current,145016.3,0,2024-12-08,Servicer_Feed
LN101234,2022-12-01,Current,115365.76,0,2022-12-05,Servicer_Feed
LN101821,2024-03-01,Current,124963.08,0,2024-03-01,Servicer_Feed
LN100597,2021-09-01,Current,371712.96,0,2021-09-03,Servicer_Feed
LN100461,2024-01-01,Current,151403.94,0,2023-09-01,Servicer_Feed
LN100607,2024-01-01,Current,243415.9545158005,0,2024-01-03,Servicer_Feed
LN100745,2022-04-01,Current,192761.5,0,2022-04-09,Servicer_Feed
LN101837,2022-02-01,Current,228507.33,0,2022-02-05,Servicer_Feed
LN101326,2020-05-01,Current,372503.65,0,2020-05-07,Servicer_Feed
LN100524,2019-08-01,Current,237402.87,0,2019-08-03,Servicer_Feed
LN101793,2022-09-01,Current,296815.82,0,2022-05-01,Servicer_Feed
LN100837,2023-04-01,Current,135557.58,0,2023-04-09,Servicer_Feed
LN101620,2024-10-01,Current,76758.31,0,2024-10-09,Servicer_Feed
LN101487,2022-11-01,Current,757867.74,0,2022-07-01,Servicer_Feed
LN101592,2024-04-01,Current,91943.86,0,2024-04-09,Servicer_Feed
LN100494,2019-12-01,Current,352514.69,0,2019-12-03,Servicer_Feed
LN101110,2022-02-01,Current,154193.07,0,2022-02-03,Servicer_Feed
LN101710,2022-11-01,Current,184448.07424305743,0,2022-11-05,Servicer_Feed
LN101055,2024-11-01,Current,203180.68,0,2024-11-05,Servicer_Feed
LN101062,2023-06-01,Current,410251.2510394998,0,2023-06-02,Servicer_Feed
LN100187,2021-02-01,Current,383302.07,0,2021-02-07,Servicer_Feed
LN101926,2020-07-01,Current,270643.07,0,2020-07-07,Servicer_Feed
LN101879,2023-07-01,Current,610765.35,0,2023-07-09,Servicer_Feed
LN100532,2022-07-01,Current,254541.15,0,2022-07-08,Servicer_Feed
LN101853,2023-09-01,Current,282097.16,0,2023-09-05,Servicer_Feed
LN101549,2019-08-01,Current,359101.75,0,2019-08-02,Servicer_Feed
LN100603,2022-04-01,Current,595561.96,0,2021-12-01,Servicer_Feed
LN100113,2021-09-01,Current,185831.67,0,2021-09-01,Servicer_Feed
LN100233,2024-09-01,Current,101022.97,0,2024-09-02,Servicer_Feed
LN100162,2024-07-01,Current,232525.86,0,2024-07-05,Servicer_Feed
LN101516,2024-10-01,Current,485627.959460667,0,2024-10-07,Servicer_Feed
LN101320,2023-01-01,Current,465324.0203476119,0,2023-01-02,Servicer_Feed
LN101126,2024-09-01,Current,250344.19,0,2024-09-09,Servicer_Feed
LN100915,2024-09-01,Current,130835.88,0,2024-09-06,Servicer_Feed
LN100050,2023-04-01,Current,357933.18,0,2023-04-09,Servicer_Feed
LN101524,2022-01-01,Current,144187.15,0,2022-01-03,Servicer_Feed
LN100726,2023-07-01,Current,213029.18712800863,0,2023-07-07,Servicer_Feed
LN101509,2022-08-01,Current,202504.92,0,2022-04-01,Servicer_Feed
LN100138,2024-01-01,Current,706270.1811533913,0,2024-01-09,Servicer_Feed
LN100897,2019-05-01,Current,499059.43,0,2019-05-06,Servicer_Feed
LN101226,2024-05-01,Current,387556.14,0,2024-05-10,Servicer_Feed
LN100365,2024-03-01,Current,98696.55,0,2023-11-01,Servicer_Feed
LN100577,2020-04-01,Current,265563.33,0,2020-04-06,Servicer_Feed
LN100813,2020-04-01,Current,253251.08,0,2019-12-01,Servicer_Feed
LN100568,2024-12-01,Current,259434.25,0,2024-12-07,Servicer_Feed
LN100783,2021-07-01,Current,112032.59,0,2021-07-01,Servicer_Feed
LN101988,2022-12-01,Current,167843.89,0,2022-12-04,Servicer_Feed
LN101978,2024-02-01,Current,163013.64,0,2024-02-03,Servicer_Feed
LN101609,2024-03-01,Current,250145.71,0,2023-11-01,Servicer_Feed
LN101551,2023-12-01,Current,237753.32,0,2023-12-04,Servicer_Feed
LN100419,2024-02-01,Current,178618.1064427545,0,2024-02-04,Servicer_Feed
LN100852,2022-05-01,Current,343136.65446883376,0,2022-05-09,Servicer_Feed
LN100766,2024-02-01,Current,522539.9,0,2024-02-06,Servicer_Feed
LN101141,2021-11-01,Current,282968.23,0,2021-11-08,Servicer_Feed
LN100874,2022-02-01,Current,168862.2944439024,0,2022-02-09,Servicer_Feed
LN101290,2024-04-01,Current,171520.11,0,2024-04-05,Servicer_Feed
LN101301,2024-12-01,Current,141057.63,0,2024-12-01,Servicer_Feed
LN101399,2024-06-01,60DPD,253652.48,60,2024-06-06,Servicer_Feed
LN100502,2021-03-01,Current,206769.78,0,2021-03-08,Servicer_Feed
LN101233,2020-01-01,Current,108144.85,0,2020-01-03,Servicer_Feed
LN101724,2022-08-01,Current,346255.58,0,2022-08-02,Servicer_Feed
LN100492,2024-02-01,Current,127027.34,0,2024-02-01,Servicer_Feed
LN100452,2023-12-01,Current,90350.1,0,2023-12-04,Servicer_Feed
LN100806,2021-04-01,Current,68218.4368115568,0,2021-04-08,Servicer_Feed
LN101349,2020-03-01,Current,430277.59,0,2020-03-06,Servicer_Feed
LN101235,2023-04-01,Current,161906.45,0,2023-04-01,Servicer_Feed
LN100481,2024-05-01,Current,338174.47,0,2024-01-01,Servicer_Feed
LN101176,2023-03-01,60DPD,246224.29,60,2023-03-02,Servicer_Feed
LN101758,2023-01-01,Current,136453.72,0,2023-01-09,Servicer_Feed
LN101620,2022-01-01,Current,88549.51,0,2021-09-01,Servicer_Feed
LN101362,2021-09-01,Current,151581.41,0,2021-09-01,Servicer_Feed
LN101158,2020-11-01,Prepaid,221803.61075541805,0,2020-11-08,Servicer_Feed
LN100194,2021-09-01,Current,338898.91,0,2021-09-04,Servicer_Feed
LN101652,2024-03-01,Current,110494.28,0,2024-03-07,Servicer_Feed
LN100206,2023-10-01,Current,86436.55,0,2023-06-01,Servicer_Feed
LN101732,2022-01-01,Current,161369.31,0,2022-01-09,Servicer_Feed
LN100733,2019-08-01,Current,377891.89,0,2019-08-04,Servicer_Feed
LN100924,2023-11-01,Current,327879.86702096864,0,2023-11-09,Servicer_Feed
LN100728,2020-03-01,Current,233716.59,0,2020-03-07,Servicer_Feed
LN100893,2024-09-01,Current,289467.7301521958,0,2024-09-09,Servicer_Feed
LN101461,2024-03-01,Current,152884.76,0,2023-11-01,Servicer_Feed
LN101893,2022-11-01,Current,209415.12,0,2022-11-02,Servicer_Feed
LN100943,2021-08-01,Current,87400.7,0,2021-08-02,Servicer_Feed
LN101750,2023-06-01,Current,231332.89,0,2023-02-01,Servicer_Feed
LN100024,2024-08-01,Current,259269.93,0,2024-08-03,Servicer_Feed
LN100564,2021-03-01,Current,553640.52,0,2021-03-06,Servicer_Feed
LN100476,2022-01-01,Current,181548.27,0,2022-01-03,Servicer_Feed
LN101376,2021-10-01,Current,232391.69,0,2021-10-09,Servicer_Feed
LN100636,2024-03-01,Current,348619.8247747882,0,2024-03-07,Servicer_Feed
LN101080,2022-01-01,Current,283488.77,0,2021-09-01,Servicer_Feed
LN101057,2024-04-01,Current,160953.77100208195,0,2024-04-10,Servicer_Feed
LN101250,2019-11-01,Current,242357.02,0,2019-11-04,Servicer_Feed
LN101027,2021-04-01,Current,489849.76,0,2021-04-04,Servicer_Feed
LN100935,2024-01-01,Current,122113.67,0,2024-01-10,Servicer_Feed
LN100282,2021-03-01,30DPD,331716.68,30,2021-03-02,Servicer_Feed
LN101324,2023-12-01,Current,156612.32,0,2023-12-08,Servicer_Feed
LN100882,2024-02-01,Current,151561.46,0,2023-10-01,Servicer_Feed
LN100282,2019-04-01,Current,342396.61,0,2019-04-08,Servicer_Feed
LN100080,2024-06-01,Current,316296.45,0,2024-06-05,Servicer_Feed
LN101364,2023-09-01,Current,166915.48,0,2023-09-06,Servicer_Feed
LN100548,2022-09-01,Current,215999.32704349028,0,2022-09-03,Servicer_Feed
LN101222,2022-07-01,Current,154652.28508371115,0,2022-07-10,Servicer_Feed
LN100010,2019-10-01,Current,230975.57,0,2019-10-02,Servicer_Feed
LN101569,2023-08-01,Current,206558.54,0,2023-08-06,Servicer_Feed
LN101867,2023-09-01,Current,195839.19406181108,0,2023-09-09,Servicer_Feed
LN100775,2024-11-01,Current,314726.7,0,2024-07-01,Servicer_Feed
LN101270,2020-09-01,Current,407430.3847980352,0,2020-09-10,Servicer_Feed
LN100190,2021-08-01,Current,218249.95,0,2021-08-05,Servicer_Feed
LN100630,2023-06-01,Current,107986.02,0,2023-06-07,Servicer_Feed
LN100845,2024-10-01,Current,278511.79,0,2024-06-01,Servicer_Feed
LN101827,2024-09-01,Current,295855.43,0,2024-09-08,Servicer_Feed
LN100923,2022-02-01,Current,487060.72,0,2022-02-01,Servicer_Feed
LN100087,2020-10-01,Current,303059.4931329342,0,2020-10-02,Servicer_Feed
LN100988,2023-10-01,Current,222273.78,0,2023-10-04,Servicer_Feed
LN101336,2021-03-01,Current,135810.75458312072,0,2021-03-03,Servicer_Feed
LN100572,2023-05-01,Current,366940.1,0,2023-05-06,Servicer_Feed
LN100155,2024-08-01,Current,1017661.4963067776,0,2024-04-01,Servicer_Feed
LN101342,2023-05-01,30DPD,354275.91,30,2023-01-01,Servicer_Feed
LN101928,2024-07-01,Current,155723.96,0,2024-07-05,Servicer_Feed
LN100597,2020-06-01,Current,380536.2,0,2020-06-04,Servicer_Feed
LN100416,2023-01-01,Current,334262.67,0,2023-01-09,Servicer_Feed
LN100359,2022-10-01,Current,85706.8,0,2022-06-01,Servicer_Feed
LN100443,2022-08-01,Current,178081.29,0,2022-04-01,Servicer_Feed
LN101745,2023-05-01,Current,152001.83,0,2023-05-03,Servicer_Feed
LN101608,2022-12-01,Current,297870.0,0,2022-12-07,Servicer_Feed
LN101752,2020-09-01,Current,231676.78,0,2020-09-08,Servicer_Feed
LN100080,2021-02-01,Current,336885.96,0,2021-02-05,Servicer_Feed
LN100309,2022-11-01,Current,166931.08,0,2023-08-05,Servicer_Feed
LN101126,2024-01-01,Current,256939.96,0,2024-01-03,Servicer_Feed
LN100398,2024-12-01,Current,546147.6083708433,0,2024-12-02,Servicer_Feed
LN101874,2021-04-01,Current,199337.188763637,0,2021-04-07,Servicer_Feed
LN101161,2024-01-01,Current,107712.21,0,2024-01-04,Servicer_Feed
LN101871,2023-10-01,Current,241361.84,0,2023-10-05,Servicer_Feed
LN101766,2022-08-01,Current,213408.64,0,2022-08-08,Servicer_Feed
LN100061,2024-07-01,Current,122133.03,0,2024-07-09,Servicer_Feed
LN101350,2023-08-01,Current,346288.28,0,2023-04-01,Servicer_Feed
LN100076,2021-09-01,Current,228887.44,0,2021-05-01,Servicer_Feed
LN100726,2023-10-01,Current,227969.62,0,2023-10-09,Servicer_Feed
LN100468,2024-08-01,Current,117288.14,0,2024-08-10,Servicer_Feed
LN101272,2021-11-01,Current,306632.12,0,2021-07-01,Servicer_Feed
LN101731,2023-06-01,Current,199304.65,0,2023-06-02,Servicer_Feed
LN101946,2024-02-01,Current,521534.3,0,2024-02-08,Servicer_Feed
LN101887,2024-07-01,Current,113348.84,0,2024-07-04,Servicer_Feed
LN101293,2024-10-01,Current,229556.21,0,2024-06-01,Servicer_Feed
LN100760,2023-01-01,Current,133299.36,0,2023-01-04,Servicer_Feed
LN100988,2023-12-01,Current,221570.73,0,2023-12-04,Servicer_Feed
LN100020,2023-12-01,Current,49603.98,0,2023-08-01,Servicer_Feed
LN101074,2023-01-01,Current,413459.49,0,2023-01-03,Servicer_Feed
LN100650,2024-04-01,Current,485680.55,0,2024-04-06,Servicer_Feed
LN101198,2021-04-01,Current,127119.35,0,2021-04-03,Servicer_Feed
LN101116,2020-06-01,Current,332033.06,0,2020-06-01,Servicer_Feed
LN101138,2024-06-01,Current,458043.44,0,2024-06-07,Servicer_Feed
LN101161,2021-10-01,Current,84838.4193516411,0,2021-10-10,Servicer_Feed
LN101777,2023-04-01,Current,333608.42,0,2023-04-01,Servicer_Feed
LN100395,2024-02-01,Current,138136.65,0,2024-02-02,Servicer_Feed
LN101693,2023-02-01,Current,288042.1142307028,0,2023-02-07,Servicer_Feed
LN101550,2023-09-01,Current,283280.18,0,2023-09-05,Servicer_Feed
LN100333,2020-11-01,Current,392741.53,0,2020-11-07,Servicer_Feed
LN100296,2024-07-01,Current,263160.31,0,2024-07-09,Servicer_Feed
LN101110,2022-11-01,Current,151942.82,0,2022-11-10,Servicer_Feed
LN101520,2023-06-01,Current,159453.02,0,2023-06-01,Servicer_Feed
LN100186,2024-12-01,Current,348186.07,0,2024-12-10,Servicer_Feed
LN101542,2024-01-01,Current,265611.87,0,2023-09-01,Servicer_Feed
LN100121,2019-11-01,Current,173303.26,0,2019-07-01,Servicer_Feed
LN101068,2022-01-01,Current,110804.17,0,2022-01-07,Servicer_Feed
LN101296,2023-08-01,Current,161557.26,0,2023-08-08,Servicer_Feed
LN100405,2024-08-01,Current,227492.67,0,2024-08-07,Servicer_Feed
LN100684,2022-08-01,Current,192232.87,0,2022-08-01,Servicer_Feed
LN101549,2020-01-01,Current,356344.03,0,2020-01-02,Servicer_Feed
LN101162,2024-10-01,Current,235054.04,0,2024-10-08,Servicer_Feed
LN100105,2020-01-01,Current,135193.71,0,2020-01-02,Servicer_Feed
LN101214,2024-03-01,Current,121188.63,0,2024-03-02,Servicer_Feed
LN100379,2023-07-01,Current,156495.34,0,2023-03-01,Servicer_Feed
LN101219,2023-12-01,Current,186862.89,0,2023-12-09,Servicer_Feed
LN101543,2021-08-01,Current,322881.5718573372,0,2021-08-10,Servicer_Feed
LN101589,2022-06-01,30DPD,312219.2249827541,30,2022-06-07,Servicer_Feed
LN100437,2024-08-01,Current,233887.36,0,2024-04-01,Servicer_Feed
LN100525,2021-04-01,Current,209821.68,0,2020-12-01,Servicer_Feed
LN100875,2021-10-01,Current,255720.85,0,2021-10-10,Servicer_Feed
LN101258,2024-05-01,30DPD,277397.08,30,2024-01-01,Servicer_Feed
LN100121,2022-10-01,Current,192516.27079849737,0,2022-10-02,Servicer_Feed
LN101690,2024-07-01,Current,171394.76,0,2024-07-09,Servicer_Feed
LN100792,2021-12-01,Current,149152.15,0,2021-12-08,Servicer_Feed
LN101140,2020-11-01,Current,351345.46,0,2020-11-10,Servicer_Feed
LN101571,2024-07-01,Current,283265.40119658597,0,2024-07-09,Servicer_Feed
LN100236,2024-05-01,Current,384281.88,0,2024-05-05,Servicer_Feed
LN100120,2021-06-01,Current,171115.53,0,2021-06-10,Servicer_Feed
LN100111,2024-10-01,Current,107297.51,0,2024-10-01,Servicer_Feed
LN100599,2022-11-01,Current,169308.83,0,2022-11-04,Servicer_Feed
LN100852,2023-10-01,Current,333779.62,0,2023-10-04,Servicer_Feed
LN101000,2024-04-01,Current,133052.33,0,2024-04-02,Servicer_Feed
LN100762,2021-03-01,Current,175532.18,0,2021-03-05,Servicer_Feed
LN101524,2020-07-01,Current,148358.29,0,2020-03-01,Servicer_Feed
LN100070,2020-03-01,Current,248677.55,0,2020-03-08,Servicer_Feed
LN101122,2024-10-01,Current,211009.97,0,2024-06-01,Servicer_Feed
LN100118,2020-02-01,Current,363566.56,0,2020-02-08,Servicer_Feed
LN100705,2021-04-01,Current,454996.06,0,2021-04-09,Servicer_Feed
LN101224,2023-03-01,Current,133644.11081209718,0,2023-03-10,Servicer_Feed
LN101972,2020-11-01,Current,231188.51,0,2020-11-05,Servicer_Feed
LN100072,2022-04-01,Current,225784.22,0,2022-04-01,Servicer_Feed
LN101635,2020-09-01,Current,200254.13354409326,0,2020-09-07,Servicer_Feed
LN100923,2020-11-01,Current,499107.23,0,2020-11-02,Servicer_Feed
LN101549,2019-10-01,Current,358000.75,0,2019-06-01,Servicer_Feed
LN101694,2024-03-01,Current,232833.16,0,2023-11-01,Servicer_Feed
LN101612,2024-11-01,Current,143840.51,0,2024-11-08,Servicer_Feed
LN101447,2021-04-01,Current,168036.65,0,2021-04-01,Servicer_Feed
LN100733,2019-11-01,Current,376138.2,0,2019-11-04,Servicer_Feed
LN101309,2024-07-01,Current,135437.38,0,2024-07-06,Servicer_Feed
LN101862,2023-04-01,Current,471412.62,0,2023-04-10,Servicer_Feed
LN100365,2024-09-01,Current,97726.83,0,2024-09-01,Servicer_Feed
LN100443,2022-09-01,Current,177807.7,0,2022-09-03,Servicer_Feed
LN100436,2023-05-01,Current,230217.2,0,2023-05-07,Servicer_Feed
LN100823,2021-11-01,Current,163342.97,0,2021-11-02,Servicer_Feed
LN101093,2021-03-01,Current,107314.72,0,2021-03-01,Servicer_Feed
LN101157,2020-06-01,Current,231360.77,0,2020-06-06,Servicer_Feed
LN101912,2021-11-01,Current,428859.35,0,2021-11-05,Servicer_Feed
LN101447,2024-08-01,Current,144275.51,0,2024-08-04,Servicer_Feed
LN101490,2019-02-01,Current,143880.46,0,2019-02-08,Servicer_Feed
LN101435,2023-11-01,Current,366127.5265478098,0,2023-11-05,Servicer_Feed
LN100113,2023-12-01,Current,178014.71,0,2023-12-04,Servicer_Feed
LN101278,2023-09-01,Current,142427.35304339763,0,2023-09-10,Servicer_Feed
LN100494,2020-10-01,Current,346958.64,0,2020-10-06,Servicer_Feed
LN100487,2024-02-01,Current,368707.97,0,2024-02-07,Servicer_Feed
LN100988,2023-04-01,Current,310173.3879804396,0,2023-04-10,Servicer_Feed
LN101747,2024-01-01,Current,419462.81,0,2024-01-07,Servicer_Feed
LN100851,2024-11-01,30DPD,342862.8568720186,30,2024-11-08,Servicer_Feed
LN101656,2023-10-01,Current,522616.7398891305,0,2023-10-08,Servicer_Feed
LN101462,2024-07-01,Current,244562.69,0,2024-03-01,Servicer_Feed
LN100315,2023-01-01,Current,234610.77,0,2023-01-03,Servicer_Feed
LN100498,2020-07-01,Current,250685.96,0,2020-07-01,Servicer_Feed
LN101190,2021-06-01,Current,277940.23,0,2021-02-01,Servicer_Feed
LN101606,2023-06-01,Current,319467.86,0,2023-06-03,Servicer_Feed
LN100381,2023-01-01,Current,245148.91,0,2022-09-01,Servicer_Feed
LN100754,2021-09-01,Current,196861.88,0,2021-09-10,Servicer_Feed
LN100297,2023-08-01,Current,474485.17,0,2023-08-01,Servicer_Feed
LN100485,2022-07-01,30DPD,239870.68,30,2022-07-09,Servicer_Feed
LN100193,2021-01-01,Prepaid,371617.44,0,2021-01-10,Servicer_Feed
LN100619,2020-04-01,Current,208098.55,0,2020-04-07,Servicer_Feed
