mean_prediction,spread,min_prediction,max_prediction,relative_spread,confidence,loan_id,reporting_month,actual
0.005272751916172807,0.008825412966239605,5.8034534840334254e-06,0.02055765961847586,1.6737773949064296,low confidence,LN100002,2023-09-01,0
0.0018204786074414985,0.001488860809437836,3.399995532413019e-06,0.0038194836016303703,0.817840321414313,high confidence,LN100004,2023-05-01,0
0.002397935338841818,0.002292383307128097,1.2321912740734521e-05,0.005734582883204079,0.9559821192823734,high confidence,LN100004,2023-06-01,0
0.002397935338841818,0.002292383307128097,1.2321912740734521e-05,0.005734582883204079,0.9559821192823734,high confidence,LN100004,2023-06-01,0
0.0020720160330741266,0.002928417986406301,1.0076897406944444e-06,0.007091287945681146,1.413318207804397,low confidence,LN100004,2023-07-01,0
0.0004939400176002029,0.00020104427480420022,0.00033737101009292285,0.0008373850215321681,0.40702163752791193,high confidence,LN100004,2023-08-01,0
0.0002510839964291198,0.00016399720642331814,5.82228281493078e-05,0.0004936458428553075,0.6531567473660712,high confidence,LN100004,2023-09-01,0
0.001380153964311537,0.0022160539984970164,1.4372778249015083e-05,0.005214160454219036,1.6056570902960468,low confidence,LN100005,2022-10-01,0
0.0011935453436751893,0.0018294023101964741,1.4549896334549119e-05,0.004351540693886113,1.5327463844510012,low confidence,LN100005,2022-11-01,0
7.130952957901916e-05,6.373223721554393e-05,1.0768007977345697e-05,0.00016519395261725936,0.8937408168556388,high confidence,LN100005,2022-12-01,0
0.005576611215555655,0.006735805288941092,1.4371231557168698e-05,0.016515883248587562,1.2078671129434175,moderate confidence,LN100005,2023-01-01,0
0.0036509365119701013,0.0038964538540957466,1.437252661914343e-05,0.00927172854963672,1.0672477708995165,moderate confidence,LN100005,2023-02-01,0
0.026894457545319963,0.040402443440679385,6.173781448406562e-06,0.09643373675365814,1.5022590945586858,low confidence,LN100005,2023-03-01,0
0.0032903461487554598,0.003645823411180549,8.335352760579405e-06,0.008829700663769136,1.1080364333580968,moderate confidence,LN100005,2023-04-01,0
0.0023067665898346057,0.0037180181330938975,1.5019884244804737e-05,0.00874045876169679,1.6117877506455813,low confidence,LN100005,2023-05-01,0
0.0004836234740696868,0.0004027580807967527,1.5595784985501726e-05,0.0009092876864097214,0.8327926628696234,high confidence,LN100008,2022-10-01,0
0.001045214949673458,0.0009627459329640596,5.04540926601492e-05,0.002568875117218634,0.9210985101818884,high confidence,LN100008,2022-11-01,0
0.0006073663729248735,0.00036277786812331314,1.5595784985501726e-05,0.0009693595378924641,0.5972965977294662,high confidence,LN100008,2022-12-01,0
0.00045582077381123537,0.0002860999830685003,1.7633582603356284e-05,0.0007780309064362512,0.6276589385699655,high confidence,LN100008,2023-01-01,0
0.0006413874146713411,0.0004343780762960529,1.3600459642275445e-05,0.0011138708770091635,0.6772475829115486,high confidence,LN100008,2023-02-01,0
0.0007068520761316987,0.00045566047823595717,1.5595784985501726e-05,0.0012309422305164103,0.6446334298536598,high confidence,LN100008,2023-03-01,0
0.0005653171956308878,0.0006099284966760364,1.18139503742318e-05,0.001568042007429609,1.078913752119928,moderate confidence,LN100008,2023-04-01,0
0.0005343133658932675,0.0005609237736594084,9.143885478329746e-06,0.0014466967533750302,1.0498029985112827,moderate confidence,LN100008,2023-05-01,0
0.0005098844432050225,0.0005213911297459651,9.143885478329746e-06,0.0013489810626220503,1.0225672438025644,moderate confidence,LN100008,2023-06-01,0
0.0004980785996005723,0.0004097934629161549,1.1855457626476653e-05,0.0010121279343197154,0.8227485847510482,high confidence,LN100008,2023-07-01,0
0.0005517162011060442,0.0005070407037359545,1.0485393056091844e-05,0.0012734532715736298,0.9190244961439827,high confidence,LN100008,2023-08-01,0
0.0003351900195003065,0.0002802328955422103,1.1394331941773288e-05,0.0006752159538732775,0.836041884421186,high confidence,LN100008,2023-09-01,0
0.0003608271474810242,0.0002828253633043377,6.178399098796856e-07,0.0007618015524246816,0.7838250677056148,high confidence,LN100009,2023-04-01,0
0.0003043774139971085,0.00022360321661104863,1.1805400224238005e-06,0.0006291231025287225,0.7346248648172456,high confidence,LN100009,2023-05-01,0
0.00026544170492411446,0.00018532576674865924,2.905409227212288e-06,0.00045149477499406565,0.6981787839316392,high confidence,LN100009,2023-06-01,0
0.00017332263652799953,0.00018124868209984144,8.797932917105869e-06,0.0004801346750269423,1.0457300080971332,moderate confidence,LN100009,2023-07-01,0
0.00011923422514599361,0.00015404622390122042,3.0018296845293857e-06,0.00038430940345597446,1.291963139883721,low confidence,LN100009,2023-08-01,0
0.0001038410034164679,0.00014347145149698243,5.2729105876745494e-06,0.0003516670086695921,1.3816454654388446,low confidence,LN100009,2023-09-01,0
0.008133568751603553,0.009995386791646195,6.275051471417459e-07,0.025148801875870944,1.228905428465897,moderate confidence,LN100011,2023-08-01,0
0.005527987322818696,0.007990026775027657,5.392029025295574e-06,0.01932653822446454,1.445377188555776,low confidence,LN100011,2023-09-01,0
0.004713840853511267,0.004784441338963474,1.3035128458968105e-06,0.010897251346239856,1.014977273872031,moderate confidence,LN100012,2022-10-01,0
0.00787446322035069,0.007841538228841918,1.264412515414127e-05,0.015809991210439314,0.9958187636937993,high confidence,LN100012,2022-11-01,0
0.008004757503603098,0.008001751804574962,2.1813275764389083e-05,0.017112616642754423,0.9996245109203141,high confidence,LN100012,2022-12-01,0
0.011255420782680941,0.011830219179466842,1.575668689140151e-05,0.027872228057724407,1.0510685835637847,moderate confidence,LN100012,2023-01-01,0
0.010351307444054785,0.013909469744219978,1.6278416557351962e-05,0.033864401104438425,1.3437403747686776,low confidence,LN100012,2023-02-01,0
0.008467637896653323,0.011160634410099084,6.368526940392667e-06,0.027233782745654314,1.3180339719663872,low confidence,LN100012,2023-03-01,0
0.005331429720460752,0.005317294875677051,6.838780886557263e-06,0.010722441105611356,0.9973487703064986,high confidence,LN100012,2023-04-01,0
0.0046584326521504245,0.005363709466498583,5.2141242518417455e-06,0.013098380880033964,1.1513978771427744,moderate confidence,LN100012,2023-05-01,0
0.0046497450534329346,0.004945139189880789,5.2141242518417455e-06,0.011722572852075553,1.063529103865547,moderate confidence,LN100012,2023-06-01,0
0.001762784187735426,0.0018569027224661385,6.555762475218366e-06,0.004390064089260201,1.0533919780909895,moderate confidence,LN100012,2023-07-01,0
0.003598512118582281,0.0032646153342745865,9.743503460205828e-06,0.007140882050365016,0.9072125441558215,high confidence,LN100013,2022-10-01,0
0.004464262796456216,0.0042558054426701675,6.006865417988433e-06,0.009741863216282363,0.9533053130403693,high confidence,LN100013,2022-11-01,0
0.005199003385431205,0.004941683495653057,1.2645007205099746e-05,0.01145660715390778,0.9505059199424226,high confidence,LN100013,2022-12-01,0
0.0033775192094024535,0.0030638183283600057,6.942423147904479e-06,0.006955797834864512,0.9071209187592015,high confidence,LN100013,2023-01-01,0
0.0031994190241483415,0.0029309154073445306,5.565483184824171e-06,0.006880097233356269,0.916077383182003,high confidence,LN100013,2023-02-01,0
0.002950884605649965,0.00275345443052049,4.839298392159105e-06,0.00643574137887502,0.9330945795876051,high confidence,LN100013,2023-03-01,0
0.002469581100272824,0.002147581468501261,5.565483184824171e-06,0.0046831524029670646,0.8696136637359306,high confidence,LN100013,2023-04-01,0
0.0021986868513935026,0.0019061860432927054,5.7734480728287035e-06,0.004432935632259557,0.8669656809402332,high confidence,LN100013,2023-05-01,0
0.002379593987458282,0.0020715313225099473,9.12980909466387e-06,0.005180098759730199,0.8705398204181101,high confidence,LN100013,2023-06-01,0
0.002537187549409633,0.002126167122110699,6.120244501081312e-06,0.005370964007722685,0.8380015590906662,high confidence,LN100013,2023-07-01,0
0.0027542928018489798,0.0018837285621971598,2.9690244524767102e-05,0.004953861492191103,0.683924585262902,high confidence,LN100013,2023-08-01,0
0.003193793693908631,0.003920984147303224,8.445630201063861e-06,0.009831453893757806,1.2276886120670625,moderate confidence,LN100013,2023-09-01,0
8.922280829287037e-05,0.00010103626360248083,1.349015485048633e-06,0.00024972849088239447,1.132403984313442,moderate confidence,LN100015,2022-10-01,0
8.798891870036708e-05,9.948289597778005e-05,1.2019554775996039e-06,0.00024428623805517304,1.1306298275644684,moderate confidence,LN100015,2022-11-01,0
0.00010884195794221371,0.00011017393914746326,1.0505100181091991e-06,0.0002761063877389449,1.0122377549102592,moderate confidence,LN100015,2022-12-01,0
0.00015220758720893617,0.0001802550062362342,2.776010851927743e-06,0.00045162025581318185,1.1842708339420505,moderate confidence,LN100015,2023-01-01,0
0.00034469725551895065,0.0003388963296023439,4.764429997210827e-06,0.0007762854197490977,0.9831709541525844,high confidence,LN100015,2023-02-01,0
0.0005096468625077002,0.0005902346861385234,5.0874108860301235e-06,0.0014522405383138837,1.158124830268342,moderate confidence,LN100015,2023-03-01,0
0.00040600335855789165,0.00042402021970227026,3.7888536825935716e-06,0.0010236140017184662,1.0443761381885455,moderate confidence,LN100015,2023-04-01,1
0.0003003477192972183,0.0002918555543399606,3.28452035463665e-06,0.0006452076205352258,0.971725555375854,high confidence,LN100015,2023-05-01,1
0.00046021266838177516,0.0004947860534720404,4.215465301999145e-06,0.0011939708193670902,1.0751248009139645,moderate confidence,LN100015,2023-06-01,1
0.018198160983437805,0.016620786764686476,0.0033196522302731063,0.046273969695637865,0.9133223285480934,high confidence,LN100015,2023-07-01,0
0.000290357314334404,0.0003876734708955956,1.667431402811308e-06,0.0009475320648471578,1.3351599968620482,low confidence,LN100015,2023-08-01,1
0.0002937373105858011,0.0003855734098676054,1.59459571384492e-06,0.0009475320648471578,1.312647035198407,low confidence,LN100015,2023-09-01,1
0.0012185880567266807,0.0017575948351624133,5.861590221863636e-05,0.00425651881405777,1.4423207460965846,low confidence,LN100016,2022-10-01,1
0.00219813190392278,0.0033785356960095345,9.00790330635706e-05,0.008041926586013359,1.5370031661795225,low confidence,LN100016,2022-11-01,1
0.041924632542842226,0.05026792896622528,0.0032344525900879655,0.1274145435910156,1.1990070256395724,moderate confidence,LN100016,2022-12-01,0
0.0004155793474449072,0.00037782360363018,1.0112725251189786e-05,0.0010174160381912563,0.9091491335003542,high confidence,LN100016,2023-01-01,0
0.0004912527785523478,0.0004803310664405879,1.1216517481278798e-05,0.0012725693823325748,0.9777676328998187,high confidence,LN100016,2023-02-01,0
0.0006723812654859968,0.0007507969867201643,1.3804920466813075e-05,0.00193441100778782,1.116623893703357,moderate confidence,LN100016,2023-03-01,0
0.0015924879793153214,0.002297048979060225,1.4207888509908714e-05,0.005557572180444212,1.4424278292184187,low confidence,LN100016,2023-04-01,0
0.001744551733831975,0.002516941936281735,2.4150791234454344e-05,0.006094344329993134,1.4427442233273158,low confidence,LN100016,2023-05-01,0
0.0014136292134990615,0.001963773432292511,1.3670497231698005e-05,0.004800486266299021,1.389171512260782,low confidence,LN100016,2023-06-01,0
0.002158710787225618,0.003268912578214387,1.4207888509908714e-05,0.007811164195659556,1.514289268186594,low confidence,LN100016,2023-07-01,0
0.002158710787225618,0.003268912578214387,1.4207888509908714e-05,0.007811164195659556,1.514289268186594,low confidence,LN100016,2023-08-01,0
0.0015050412975356915,0.0022753600895439436,1.0652103159053085e-05,0.005441070702913262,1.5118256842981972,low confidence,LN100016,2023-09-01,0
0.0008384736791996269,0.0005544931059058258,1.7023297265015056e-05,0.001457794094097941,0.6613124772564387,high confidence,LN100018,2022-10-01,0
0.0009660117327403635,0.0007421510638030852,1.8725042920498543e-05,0.0017321119589850454,0.7682629916903445,high confidence,LN100018,2022-11-01,0
0.0005056160136586325,0.0004298033868431408,2.5177455944854273e-05,0.0011348680151389093,0.8500588890234859,high confidence,LN100018,2022-12-01,0
0.0009670450508933236,0.0006557039140309082,3.468436691034172e-05,0.0017660654040005067,0.6780489837833212,high confidence,LN100018,2023-01-01,0
0.001383990143018776,0.0017094428757718268,4.141198485996371e-05,0.004294664101311579,1.2351553834358744,moderate confidence,LN100018,2023-02-01,0
0.0008341807939035179,0.0007331647729804436,3.1361959490882234e-05,0.0018334755150592515,0.8789039238719778,high confidence,LN100018,2023-03-01,0
0.0013394427443960085,0.0011573616200491893,2.6606963757257894e-05,0.0027479412428509918,0.8640620324320585,high confidence,LN100018,2023-04-01,0
0.0017687934558591764,0.001197415167911755,2.1708596493188074e-05,0.0032286033634807924,0.6769672083223085,high confidence,LN100018,2023-05-01,0
0.006008324774187534,0.0051473020092507385,1.971441629382545e-05,0.011811261558795267,0.8566950360879542,high confidence,LN100018,2023-06-01,0
0.0073977994177813,0.006494384332350606,2.0727545074882904e-05,0.01761051020113823,0.8778805649610812,high confidence,LN100018,2023-07-01,0
0.011195074237642157,0.006759086792503149,3.6641500987458804e-05,0.017339874302647728,0.6037554239503381,high confidence,LN100018,2023-08-01,0
0.010596465488090522,0.006388751681113653,3.51827013574071e-05,0.016281803859249197,0.602913460936011,high confidence,LN100018,2023-09-01,0
0.0005331448626390751,0.0005908951560019529,1.7327815334013835e-06,0.0014996405808590052,1.1083200784811336,moderate confidence,LN100019,2022-10-01,0
0.0008935607080337348,0.001021961560882748,2.226964505460216e-06,0.0025186989788083475,1.143695723966598,moderate confidence,LN100019,2022-11-01,0
0.0005277351154633692,0.0005778709868374409,3.1530730328090308e-06,0.0014426667606311934,1.0950019619786922,moderate confidence,LN100019,2022-12-01,0
0.0007419058896433425,0.0007419826333440839,4.1070958348330255e-06,0.0016790448075108487,1.0001034412879217,high confidence,LN100019,2023-01-01,0
0.001069098121823007,0.0012914754234777206,5.5408023459768415e-06,0.0031806113267232095,1.2080045761146037,moderate confidence,LN100019,2023-02-01,0
0.0008904563034165864,0.0012199426311851032,2.7653021527853717e-06,0.0029657895367890073,1.370019647796655,low confidence,LN100019,2023-03-01,0
0.0011484390752089118,0.0016725419053465677,1.5617070704368605e-06,0.004019087485210904,1.4563610220614591,low confidence,LN100019,2023-04-01,0
0.0015779766601232263,0.0020438532750864935,4.27017568019213e-06,0.004999175141717002,1.295236695659926,low confidence,LN100019,2023-05-01,0
0.0014944980775422724,0.0020785910376991757,5.637331910422604e-06,0.005037691652624375,1.3908288467774104,low confidence,LN100019,2023-06-01,0
0.002276725304681593,0.0034242102524675664,2.1027501902892775e-05,0.008177852958148862,1.5040067615651387,low confidence,LN100019,2023-07-01,0
0.0010958240944767533,0.0011175675616466741,1.0152789401648062e-05,0.0026808562423508288,1.019842114514103,moderate confidence,LN100019,2023-08-01,0
0.0012840075961266912,0.00142574162224876,1.0221303621313705e-05,0.0035186938128613965,1.11038410251592,moderate confidence,LN100019,2023-09-01,0
0.0001638946614421275,0.00017314524126359212,8.491347030566585e-06,0.0004408397029136788,1.056442227831387,moderate confidence,LN100020,2022-10-01,0
0.000158662311625453,0.00017747200802359302,6.68178540176348e-06,0.0004408397029136788,1.1185517606887214,moderate confidence,LN100020,2022-11-01,0
0.0001957714115822493,0.00023554448231699924,7.577013276565937e-06,0.0005855131260601597,1.2031607700700473,moderate confidence,LN100020,2022-12-01,0
0.0001957714115822493,0.00023554448231699924,7.577013276565937e-06,0.0005855131260601597,1.2031607700700473,moderate confidence,LN100020,2023-01-01,0
0.00015866188544062522,0.000177472370844013,6.68178540176348e-06,0.0004408397029136788,1.118557052004951,moderate confidence,LN100020,2023-02-01,0
0.00015866188544062522,0.000177472370844013,6.68178540176348e-06,0.0004408397029136788,1.118557052004951,moderate confidence,LN100020,2023-03-01,0
0.00015866188544062522,0.000177472370844013,6.68178540176348e-06,0.0004408397029136788,1.118557052004951,moderate confidence,LN100020,2023-04-01,0
0.00017242706373936086,0.00019909442183208757,7.07221421090449e-06,0.000495888119686625,1.154658772900273,moderate confidence,LN100020,2023-05-01,0
0.00020337975681689694,0.00023570997943396797,7.07221421090449e-06,0.0005855131260601597,1.1589648012322975,moderate confidence,LN100020,2023-06-01,0
0.00020442602373428207,0.000235425824881327,7.5753085372548875e-06,0.0005855131260601597,1.1516431253749728,moderate confidence,LN100020,2023-07-01,0
0.00020337975681689694,0.00023570997943396797,7.07221421090449e-06,0.0005855131260601597,1.1589648012322975,moderate confidence,LN100020,2023-08-01,0
0.0002463041453095535,0.0003075352927336827,7.3943698690915e-06,0.0007598016935880693,1.2485997438133827,moderate confidence,LN100020,2023-09-01,0
0.003265103543168453,0.004072064674369671,5.3247063298971174e-05,0.010216665698605815,1.2471471794178213,moderate confidence,LN100021,2022-10-01,0
0.001540245808102129,0.0012533469135275655,8.795238522005533e-05,0.0031996901681680145,0.8137317478383034,high confidence,LN100021,2022-11-01,0
0.0013817933826220869,0.0013435756868320652,2.325530479202325e-05,0.0036000785241380824,0.9723419606211314,high confidence,LN100021,2022-12-01,0
0.0012821961289711668,0.0015561726351924533,7.124687712933108e-05,0.003955998796939083,1.2136775334372012,moderate confidence,LN100021,2023-01-01,0
0.0014329585167678514,0.0013181872208083115,6.449798649131365e-05,0.003318645937383541,0.9199060582588144,high confidence,LN100021,2023-02-01,0
0.0015072017297553648,0.0012484716729326457,7.124687712933108e-05,0.003250144193062649,0.8283374735346716,high confidence,LN100021,2023-03-01,0
0.0016757842187360866,0.0015211564776597482,2.325530479202325e-05,0.00410932076225671,0.9077281314935869,high confidence,LN100021,2023-04-01,0
0.0013622675424543437,0.0013293451443238435,3.985657773174011e-05,0.0033244833283440633,0.9758326487973241,high confidence,LN100021,2023-05-01,0
0.0013314027495995892,0.0014683118564231506,1.835657486393456e-05,0.003687064782503439,1.102830722607968,moderate confidence,LN100021,2023-06-01,0
0.0012510179715825684,0.001074763088877847,2.471718520667058e-05,0.002896972736842108,0.8591108307726749,high confidence,LN100021,2023-07-01,0
0.001360031443529763,0.0016531539171932323,2.3866682344416428e-05,0.004172504932720625,1.2155262476157997,moderate confidence,LN100021,2023-08-01,0
0.001399615493389099,0.0016433542203911368,2.3866682344416428e-05,0.004172504932720625,1.1741469197456773,moderate confidence,LN100021,2023-09-01,0
0.0006815805115051552,0.0005982579023012455,3.272886300041074e-06,0.0014798362919504926,0.8777508925249259,high confidence,LN100022,2022-10-01,0
0.0006650940763762718,0.0005484238245515181,1.2731467579322858e-05,0.0013375112739661785,0.824580828534175,high confidence,LN100022,2022-11-01,0
0.00058816417859411,0.00034969232426241594,4.436133993611566e-06,0.0008875246464141332,0.594548830053347,high confidence,LN100022,2022-12-01,0
0.0007233675807299734,0.000608859419914918,2.872829591323974e-06,0.0014595022151603363,0.8417012818026741,high confidence,LN100022,2023-01-01,0
0.0007599057535454187,0.000706452376095462,3.272886300041074e-06,0.0017902266995064823,0.9296578855988857,high confidence,LN100022,2023-02-01,0
0.0007993041143014071,0.0007069709254083223,2.872829591323974e-06,0.0017632483494460715,0.8844830306249778,high confidence,LN100022,2023-03-01,0
0.0011367504795501094,0.0012459573471874101,3.7060848837903553e-06,0.0031236803899417145,1.0960693394037726,moderate confidence,LN100022,2023-04-01,0
0.001203316619713281,0.0014137693275621636,3.272886300041074e-06,0.003561548339309046,1.1748938761429457,moderate confidence,LN100022,2023-05-01,0
0.001203316619713281,0.0014137693275621636,3.272886300041074e-06,0.003561548339309046,1.1748938761429457,moderate confidence,LN100022,2023-06-01,0
0.0011990268126486241,0.0014167620669004858,3.272886300041074e-06,0.003561548339309046,1.1815933154746467,moderate confidence,LN100022,2023-07-01,0
0.0011168020049886294,0.001533472510218411,1.951738789599814e-06,0.0037520009504679597,1.3730925476212983,low confidence,LN100022,2023-08-01,0
0.0013180401442947104,0.0016505824675113487,4.30373537664723e-06,0.004105533365718923,1.2523006030249428,moderate confidence,LN100022,2023-09-01,0
0.001642019097151287,0.001601887562992015,0.00019480019362696577,0.004173620945826144,0.9755596422545294,high confidence,LN100023,2022-10-01,1
0.0017362892426047698,0.001668301514629054,8.065843482569136e-05,0.004051429714688662,0.9608430863317905,high confidence,LN100023,2022-11-01,1
0.003859548467884968,0.003918803872829557,8.129729554176575e-05,0.009751728534929551,1.0153529371214403,moderate confidence,LN100023,2022-12-01,1
0.1504843065517662,0.08648532267844099,0.08376345138946274,0.29680838768026485,0.5747132352880283,high confidence,LN100023,2023-01-01,1
0.36701365184923884,0.2031513300948676,0.08739726069974137,0.613772081245278,0.5535252682598241,high confidence,LN100023,2023-02-01,1
0.20618290688044927,0.2190007330845147,0.03676823710116007,0.5826272626276574,1.062167259148682,moderate confidence,LN100023,2023-03-01,0
0.005467968736065804,0.0067242054175481215,5.5193855384227396e-05,0.01697620905234946,1.229744671580946,moderate confidence,LN100023,2023-04-01,1
0.0022495723296462157,0.0015452071761597591,5.804867643684763e-05,0.0043327162320821195,0.6868893059343283,high confidence,LN100023,2023-05-01,1
0.005645577765002467,0.007359003400722297,6.888543609281334e-05,0.01830697930032035,1.3034987218388057,low confidence,LN100023,2023-06-01,1
0.23693310508510249,0.24407705960279308,0.07439084251603068,0.6590124558471036,1.0301517785584442,moderate confidence,LN100023,2023-07-01,1
0.8828030265586172,0.10390592742658998,0.7375245316097669,0.9828003930797062,0.1177000126875876,high confidence,LN100023,2023-08-01,1
0.8988427492466861,0.09221599290362462,0.7650832320556662,0.9858478166253185,0.10259413337973768,high confidence,LN100023,2023-09-01,1
0.0006041749438444919,0.0007348242406788863,4.447520979835236e-05,0.0018658390517779131,1.2162441494230887,moderate confidence,LN100024,2022-10-01,0
0.0027927968780299146,0.0037269294854700603,4.328095804801135e-06,0.00913646518467868,1.334479250814366,low confidence,LN100024,2022-11-01,0
0.0010892415214917293,0.0013478959824936966,7.5444543329187015e-06,0.003362766823032788,1.2374629096471983,moderate confidence,LN100024,2022-12-01,0
0.0017569403330883443,0.0017341296860479269,1.588892047407652e-06,0.004268112105925478,0.9870168345442211,high confidence,LN100024,2023-01-01,0
0.001172101634692552,0.001010035611132864,5.770384563506834e-06,0.0023262814013615316,0.8617304005362992,high confidence,LN100024,2023-02-01,0
0.001505848606577472,0.0011081113502122205,3.618160235867551e-06,0.002807668353837453,0.7358716841600444,high confidence,LN100024,2023-03-01,1
0.0027549263912081587,0.0024690449820668043,9.689874971683382e-06,0.006613130347930422,0.8962290208356591,high confidence,LN100024,2023-04-01,1
0.001638974959883558,0.0018924282797337484,6.176223946313184e-07,0.004784430099366859,1.1546413618596083,moderate confidence,LN100024,2023-05-01,1
0.18592409933417292,0.1908973627679252,0.012946583009699668,0.5060673267998874,1.0267488908192237,moderate confidence,LN100024,2023-06-01,1
0.0637671254303585,0.05160952466738066,0.009320702795417073,0.14860445889136517,0.8093437538398147,high confidence,LN100024,2023-07-01,1
0.08433795748237373,0.04202229134718271,0.01732685011745107,0.12977911360898653,0.49826071915442327,high confidence,LN100024,2023-08-01,1
0.34718981071592603,0.3694389146634738,0.01933703465923161,0.9593464532389224,1.0640834012428786,moderate confidence,LN100024,2023-09-01,1
0.000642500670773421,0.000938552725292264,3.3556334757720783e-06,0.00225496737456804,1.4607809267536878,low confidence,LN100025,2022-10-01,0
0.0012576470834935933,0.0018884865719831746,1.4363757902826722e-06,0.004511092880941195,1.5016029510736706,low confidence,LN100025,2022-11-01,0
0.002519755016170879,0.004188575525990838,1.2520826961143657e-05,0.009772411556705675,1.6622947465567368,low confidence,LN100025,2022-12-01,0
0.0012837988291566217,0.0015306880868139314,2.037937975902129e-06,0.003765487249808688,1.192311483738851,moderate confidence,LN100025,2023-01-01,0
0.0013708305610758498,0.0014178315661229882,1.1829664225171603e-06,0.0033068039394049662,1.034286516788954,moderate confidence,LN100025,2023-02-01,0
0.0067514831269647356,0.010387457545286432,4.89097380574643e-06,0.024669079803183915,1.5385445464271377,low confidence,LN100025,2023-03-01,0
0.0017682834837020414,0.001836127745771011,1.3249003453969123e-06,0.0042865171935955884,1.038367299527637,moderate confidence,LN100025,2023-04-01,0
0.002895800318809914,0.0029710469825564834,1.2778530374399e-06,0.006798460604056795,1.025984755667647,moderate confidence,LN100025,2023-05-01,0
0.004239428336817716,0.004260852105685719,1.0097326591190708e-05,0.00924487350665665,1.0050534570149343,moderate confidence,LN100025,2023-06-01,0
0.0026105152879089457,0.0026527637566419464,2.230555393593782e-05,0.006094899403425276,1.0161839575997436,moderate confidence,LN100025,2023-07-01,0
0.001680991559129703,0.0017529258304946687,2.622035833976141e-05,0.004163509831893563,1.0427927617924555,moderate confidence,LN100025,2023-08-01,0
0.0016161819297943584,0.0016038865192784476,1.2434280022135093e-05,0.0032502331049540424,0.9923923103647896,high confidence,LN100025,2023-09-01,0
0.00038300175847267936,0.0005467370642365916,3.250629548973364e-07,0.0013184866118227134,1.4275053629436323,low confidence,LN100027,2022-12-01,0
0.0005638924590429688,0.0008263234591302027,3.632691961481801e-07,0.001983011506117263,1.4653919304624654,low confidence,LN100027,2023-01-01,0
