loan_id,reporting_month,data_quality_score
LN100012,2022-09-01,100.0
LN100012,2022-10-01,100.0
LN100012,2022-11-01,100.0
LN100012,2022-12-01,100.0
LN100012,2023-01-01,100.0
LN100012,2023-02-01,100.0
LN100012,2023-03-01,100.0
LN100012,2023-04-01,100.0
LN100012,2023-05-01,100.0
LN100012,2023-06-01,100.0
LN100012,2023-07-01,100.0
LN100013,2019-09-01,100.0
LN100013,2019-10-01,100.0
LN100013,2019-11-01,100.0
LN100013,2019-12-01,100.0
LN100013,2020-01-01,100.0
LN100013,2020-02-01,100.0
LN100013,2020-02-01,100.0
LN100013,2020-03-01,100.0
LN100013,2020-04-01,100.0
LN100013,2020-05-01,100.0
LN100013,2020-06-01,60.0
LN100013,2020-07-01,38.75
LN100013,2020-08-01,95.83
LN100013,2020-09-01,100.0
LN100013,2020-10-01,100.0
LN100013,2020-11-01,100.0
LN100013,2020-12-01,100.0
LN100013,2021-01-01,100.0
LN100013,2021-02-01,100.0
LN100013,2021-03-01,100.0
LN100013,2021-04-01,100.0
LN100013,2021-05-01,38.75
LN100013,2021-06-01,100.0
LN100013,2021-07-01,100.0
LN100013,2021-08-01,100.0
LN100013,2021-09-01,100.0
LN100013,2021-10-01,100.0
LN100013,2021-11-01,100.0
LN100013,2021-12-01,100.0
LN100013,2022-01-01,100.0
LN100013,2022-02-01,100.0
LN100013,2022-03-01,100.0
LN100013,2022-03-01,100.0
LN100013,2022-04-01,100.0
LN100013,2022-05-01,100.0
LN100013,2022-06-01,100.0
LN100013,2022-07-01,100.0
LN100013,2022-08-01,100.0
LN100013,2022-09-01,100.0
LN100013,2022-10-01,100.0
LN100013,2022-11-01,100.0
LN100013,2022-12-01,100.0
LN100013,2023-01-01,100.0
LN100013,2023-02-01,100.0
LN100013,2023-03-01,100.0
LN100013,2023-04-01,100.0
LN100013,2023-05-01,100.0
LN100013,2023-06-01,100.0
LN100013,2023-07-01,100.0
LN100013,2023-08-01,100.0
LN100013,2023-09-01,100.0
LN100013,2023-10-01,100.0
LN100013,2023-11-01,100.0
LN100013,2023-12-01,100.0
LN100014,2020-07-01,100.0
LN100014,2020-08-01,100.0
LN100014,2020-09-01,100.0
LN100014,2020-10-01,100.0
LN100014,2020-11-01,100.0
LN100014,2020-12-01,100.0
LN100014,2021-01-01,100.0
LN100014,2021-02-01,100.0
LN100014,2021-03-01,60.0
LN100014,2021-04-01,95.83
LN100014,2021-05-01,95.0
LN100014,2021-06-01,100.0
LN100014,2021-07-01,100.0
LN100014,2021-08-01,100.0
LN100014,2021-09-01,100.0
LN100014,2021-10-01,95.0
LN100014,2021-11-01,60.0
LN100014,2021-12-01,100.0
LN100014,2022-01-01,100.0
LN100014,2022-02-01,100.0
LN100014,2022-03-01,100.0
LN100014,2022-04-01,100.0
LN100015,2021-11-01,98.75
LN100015,2021-12-01,98.75
LN100015,2022-01-01,98.75
LN100015,2022-02-01,98.75
LN100015,2022-03-01,98.75
LN100015,2022-04-01,98.75
LN100015,2022-05-01,98.75
LN100015,2022-06-01,98.75
LN100015,2022-07-01,98.75
LN100015,2022-08-01,98.75
LN100015,2022-09-01,94.58
LN100015,2022-10-01,98.75
LN100015,2022-11-01,98.75
LN100015,2022-12-01,98.75
LN100015,2023-01-01,98.75
LN100015,2023-02-01,98.75
LN100015,2023-03-01,98.75
LN100015,2023-04-01,98.75
LN100015,2023-05-01,98.75
LN100015,2023-06-01,98.75
LN100015,2023-07-01,98.75
LN100015,2023-08-01,98.75
LN100015,2023-09-01,98.75
LN100015,2023-10-01,98.75
LN100015,2023-11-01,98.75
LN100015,2023-12-01,98.75
LN100016,2020-08-01,100.0
LN100016,2020-09-01,100.0
LN100016,2020-10-01,100.0
LN100016,2020-11-01,100.0
LN100016,2020-12-01,100.0
LN100016,2021-01-01,100.0
LN100016,2021-02-01,100.0
LN100016,2021-03-01,100.0
LN100016,2021-04-01,100.0
LN100016,2021-05-01,100.0
LN100016,2021-06-01,100.0
LN100016,2021-07-01,100.0
LN100016,2021-08-01,95.83
LN100016,2021-09-01,100.0
LN100016,2021-10-01,100.0
LN100016,2021-11-01,100.0
LN100016,2021-12-01,38.75
LN100016,2022-01-01,100.0
LN100016,2022-02-01,100.0
LN100016,2022-03-01,100.0
LN100016,2022-04-01,100.0
LN100016,2022-05-01,100.0
LN100016,2022-06-01,100.0
LN100016,2022-07-01,100.0
LN100016,2022-08-01,100.0
LN100016,2022-09-01,100.0
LN100016,2022-10-01,100.0
LN100016,2022-11-01,100.0
LN100016,2022-12-01,100.0
LN100016,2023-01-01,100.0
LN100016,2023-02-01,100.0
LN100016,2023-03-01,100.0
LN100016,2023-04-01,100.0
LN100016,2023-05-01,100.0
LN100016,2023-06-01,100.0
LN100016,2023-07-01,100.0
LN100016,2023-08-01,100.0
LN100016,2023-09-01,100.0
LN100016,2023-10-01,95.83
LN100016,2023-11-01,100.0
LN100016,2023-12-01,100.0
LN100017,2019-07-01,100.0
LN100017,2019-08-01,100.0
LN100017,2019-09-01,38.75
LN100017,2019-10-01,100.0
LN100017,2019-11-01,100.0
LN100017,2019-12-01,100.0
LN100017,2020-01-01,100.0
LN100017,2020-02-01,100.0
LN100017,2020-03-01,100.0
LN100017,2020-04-01,100.0
LN100017,2020-05-01,100.0
LN100017,2020-06-01,100.0
LN100017,2020-07-01,100.0
LN100017,2020-08-01,100.0
LN100017,2020-09-01,100.0
LN100017,2020-10-01,100.0
LN100017,2020-11-01,100.0
LN100017,2020-12-01,100.0
LN100017,2021-01-01,100.0
LN100017,2021-02-01,100.0
LN100017,2021-03-01,100.0
LN100018,2022-06-01,100.0
LN100018,2022-07-01,100.0
LN100018,2022-08-01,100.0
LN100018,2022-09-01,100.0
LN100018,2022-10-01,100.0
LN100018,2022-11-01,100.0
LN100018,2022-12-01,100.0
LN100018,2023-01-01,100.0
LN100018,2023-02-01,100.0
LN100018,2023-03-01,100.0
LN100018,2023-04-01,100.0
LN100018,2023-05-01,100.0
LN100018,2023-06-01,100.0
LN100018,2023-07-01,100.0
LN100018,2023-08-01,100.0
LN100018,2023-09-01,100.0
LN100018,2023-10-01,100.0
LN100018,2023-11-01,100.0
LN100018,2023-12-01,100.0
LN100019,2022-06-01,100.0
LN100019,2022-07-01,100.0
LN100019,2022-08-01,60.0
LN100019,2022-09-01,100.0
LN100019,2022-10-01,100.0
LN100019,2022-11-01,100.0
LN100019,2022-12-01,100.0
LN100019,2023-01-01,100.0
LN100019,2023-02-01,100.0
LN100019,2023-03-01,100.0
LN100019,2023-04-01,100.0
LN100019,2023-05-01,100.0
LN100019,2023-06-01,95.83
LN100019,2023-07-01,95.0
LN100019,2023-08-01,100.0
LN100019,2023-09-01,100.0
LN100019,2023-10-01,100.0
LN100019,2023-11-01,100.0
LN100019,2023-12-01,100.0
LN100020,2019-08-01,98.75
LN100020,2019-09-01,98.75
LN100020,2019-10-01,98.75
LN100020,2019-11-01,98.75
LN100020,2019-12-01,93.75
LN100020,2020-01-01,98.75
LN100020,2020-02-01,98.75
LN100020,2020-03-01,98.75
LN100020,2020-04-01,98.75
LN100020,2020-05-01,98.75
LN100020,2020-06-01,98.75
LN100020,2020-07-01,98.75
LN100020,2020-08-01,98.75
LN100020,2020-09-01,98.75
LN100020,2020-10-01,98.75
LN100020,2020-11-01,98.75
LN100020,2020-12-01,98.75
LN100020,2021-01-01,98.75
LN100020,2021-02-01,98.75
LN100020,2021-03-01,98.75
LN100020,2021-04-01,98.75
LN100020,2021-05-01,98.75
LN100020,2021-06-01,98.75
LN100020,2021-07-01,98.75
LN100020,2021-08-01,98.75
LN100020,2021-09-01,98.75
LN100020,2021-10-01,98.75
LN100020,2021-11-01,98.75
LN100020,2021-12-01,98.75
LN100020,2022-01-01,58.75
LN100020,2022-02-01,98.75
LN100020,2022-03-01,98.75
LN100020,2022-04-01,98.75
LN100020,2022-05-01,98.75
LN100020,2022-06-01,97.5
LN100020,2022-07-01,97.5
LN100020,2022-08-01,97.5
LN100020,2022-09-01,97.5
LN100020,2022-10-01,97.5
LN100020,2022-11-01,97.5
LN100020,2022-12-01,97.5
LN100020,2023-01-01,97.5
LN100020,2023-02-01,97.5
LN100020,2023-03-01,97.5
LN100020,2023-04-01,97.5
LN100020,2023-05-01,97.5
LN100020,2023-06-01,97.5
LN100020,2023-07-01,97.5
LN100020,2023-08-01,97.5
LN100020,2023-09-01,97.5
LN100020,2023-10-01,97.5
LN100020,2023-11-01,97.5
LN100020,2023-12-01,92.5
LN100021,2020-06-01,100.0
LN100021,2020-07-01,100.0
LN100021,2020-08-01,100.0
LN100021,2020-09-01,100.0
LN100021,2020-10-01,100.0
LN100021,2020-11-01,100.0
LN100021,2020-12-01,100.0
LN100021,2021-01-01,100.0
LN100021,2021-02-01,100.0
LN100021,2021-03-01,95.0
LN100021,2021-04-01,100.0
LN100021,2021-05-01,100.0
LN100021,2021-06-01,100.0
LN100021,2021-07-01,100.0
LN100021,2021-08-01,100.0
LN100021,2021-09-01,100.0
LN100021,2021-10-01,100.0
LN100021,2021-11-01,100.0
LN100021,2021-12-01,100.0
LN100021,2022-01-01,100.0
LN100021,2022-02-01,100.0
LN100021,2022-03-01,100.0
LN100021,2022-04-01,100.0
LN100021,2022-05-01,100.0
LN100021,2022-06-01,100.0
LN100021,2022-07-01,100.0
LN100021,2022-08-01,100.0
LN100021,2022-09-01,100.0
LN100021,2022-10-01,100.0
LN100021,2022-11-01,100.0
LN100021,2022-12-01,100.0
LN100021,2023-01-01,95.0
LN100021,2023-02-01,100.0
LN100021,2023-03-01,100.0
LN100021,2023-04-01,95.0
LN100021,2023-05-01,100.0
LN100021,2023-06-01,100.0
LN100021,2023-07-01,100.0
LN100021,2023-08-01,100.0
LN100021,2023-09-01,100.0
LN100021,2023-10-01,100.0
LN100021,2023-11-01,100.0
LN100021,2023-12-01,100.0
LN100021,2020-04-01,35.0
LN100022,2020-04-01,100.0
LN100022,2020-05-01,100.0
LN100022,2020-06-01,100.0
LN100022,2020-07-01,100.0
LN100022,2020-08-01,100.0
LN100022,2020-09-01,100.0
LN100022,2020-10-01,100.0
LN100022,2020-11-01,100.0
LN100022,2020-12-01,100.0
LN100022,2021-01-01,100.0
LN100022,2021-02-01,100.0
LN100022,2021-03-01,38.75
LN100022,2021-04-01,95.0
LN100022,2021-05-01,100.0
LN100022,2021-06-01,100.0
LN100022,2021-07-01,100.0
LN100022,2021-08-01,100.0
LN100022,2021-09-01,100.0
LN100022,2021-10-01,100.0
LN100022,2021-11-01,100.0
LN100022,2021-12-01,100.0
LN100022,2022-01-01,100.0
LN100022,2022-02-01,100.0
LN100022,2022-03-01,100.0
LN100022,2022-04-01,60.0
LN100022,2022-05-01,100.0
LN100022,2022-06-01,100.0
LN100022,2022-07-01,100.0
LN100022,2022-08-01,100.0
LN100022,2022-09-01,38.75
LN100022,2022-10-01,100.0
LN100022,2022-11-01,100.0
LN100022,2022-12-01,100.0
LN100022,2023-01-01,100.0
LN100022,2023-02-01,100.0
LN100022,2023-03-01,100.0
LN100022,2023-04-01,60.0
LN100022,2023-05-01,100.0
LN100022,2023-06-01,100.0
LN100022,2023-07-01,100.0
LN100022,2023-08-01,100.0
LN100022,2023-09-01,100.0
LN100022,2023-10-01,100.0
LN100022,2023-11-01,100.0
LN100022,2023-12-01,100.0
LN100023,2022-05-01,100.0
LN100023,2022-06-01,100.0
LN100023,2022-07-01,100.0
LN100023,2022-08-01,100.0
LN100023,2022-09-01,100.0
LN100023,2022-10-01,100.0
LN100023,2022-11-01,100.0
LN100023,2022-12-01,100.0
LN100023,2023-01-01,60.0
LN100023,2023-02-01,100.0
LN100023,2023-03-01,100.0
LN100023,2023-04-01,95.83
LN100023,2023-05-01,100.0
LN100023,2023-06-01,100.0
LN100023,2023-07-01,100.0
LN100023,2023-08-01,100.0
LN100023,2023-09-01,100.0
LN100023,2023-10-01,100.0
LN100023,2023-11-01,100.0
LN100023,2023-12-01,100.0
LN100024,2022-10-01,98.75
LN100024,2022-11-01,98.75
LN100024,2022-12-01,98.75
LN100024,2023-01-01,98.75
LN100024,2023-02-01,98.75
LN100024,2023-03-01,98.75
LN100024,2023-04-01,98.75
LN100024,2023-05-01,98.75
LN100024,2023-06-01,98.75
LN100024,2023-07-01,98.75
LN100024,2023-08-01,98.75
LN100024,2023-09-01,98.75
LN100024,2023-10-01,98.75
LN100024,2023-11-01,98.75
LN100024,2023-12-01,98.75
LN100025,2022-10-01,100.0
LN100025,2022-11-01,100.0
LN100025,2022-12-01,100.0
LN100025,2023-01-01,100.0
LN100025,2023-02-01,100.0
LN100025,2023-03-01,100.0
LN100025,2023-04-01,100.0
LN100025,2023-05-01,100.0
LN100025,2023-06-01,100.0
LN100025,2023-07-01,100.0
LN100025,2023-08-01,100.0
LN100025,2023-09-01,100.0
LN100025,2023-10-01,100.0
LN100025,2023-11-01,100.0
LN100025,2023-12-01,100.0
LN100026,2023-11-01,98.75
LN100026,2023-12-01,98.75
LN100027,2022-12-01,100.0
LN100027,2023-01-01,100.0
LN100027,2023-02-01,100.0
LN100027,2023-02-01,100.0
LN100027,2023-03-01,100.0
LN100027,2023-04-01,100.0
LN100027,2023-05-01,100.0
LN100027,2023-06-01,100.0
LN100027,2023-07-01,100.0
LN100027,2023-08-01,100.0
LN100027,2023-09-01,100.0
LN100027,2023-10-01,100.0
LN100027,2023-11-01,100.0
LN100027,2023-12-01,100.0
LN100028,2020-08-01,98.75
LN100028,2020-09-01,98.75
LN100028,2020-10-01,98.75
LN100028,2020-11-01,98.75
LN100028,2020-12-01,98.75
LN100028,2021-01-01,98.75
LN100028,2021-02-01,98.75
LN100028,2021-03-01,98.75
LN100028,2021-04-01,58.75
LN100028,2021-05-01,98.75
LN100028,2021-06-01,98.75
LN100028,2021-07-01,98.75
LN100028,2021-08-01,98.75
LN100028,2021-09-01,98.75
LN100028,2021-10-01,98.75
LN100028,2021-11-01,98.75
LN100028,2021-12-01,98.75
LN100028,2022-01-01,98.75
LN100028,2022-02-01,58.75
LN100028,2022-03-01,98.75
LN100028,2022-04-01,98.75
LN100028,2022-05-01,98.75
LN100028,2022-06-01,98.75
LN100028,2022-07-01,98.75
LN100028,2022-08-01,98.75
LN100028,2022-09-01,98.75
LN100028,2022-10-01,98.75
LN100028,2022-11-01,94.58
LN100028,2022-12-01,98.75
LN100028,2023-01-01,36.25
LN100028,2023-02-01,98.75
LN100028,2023-03-01,98.75
LN100028,2023-04-01,98.75
LN100028,2023-05-01,98.75
LN100028,2023-06-01,97.5
LN100028,2023-07-01,97.5
LN100028,2023-08-01,97.5
LN100028,2023-09-01,97.5
LN100028,2023-10-01,97.5
LN100028,2023-11-01,97.5
LN100028,2023-12-01,97.5
LN100029,2019-07-01,100.0
LN100029,2019-08-01,60.0
LN100029,2019-09-01,100.0
LN100029,2019-10-01,95.0
LN100029,2019-11-01,100.0
LN100029,2019-12-01,100.0
LN100029,2020-01-01,100.0
LN100029,2020-02-01,100.0
LN100029,2020-03-01,100.0
LN100029,2020-04-01,100.0
LN100029,2020-05-01,100.0
LN100029,2020-06-01,60.0
LN100029,2020-07-01,100.0
LN100029,2020-08-01,100.0
LN100029,2020-09-01,100.0
LN100029,2020-10-01,95.0
LN100029,2020-11-01,100.0
LN100029,2020-12-01,100.0
LN100029,2021-01-01,100.0
LN100029,2021-02-01,100.0
LN100029,2021-03-01,100.0
LN100029,2021-04-01,100.0
LN100029,2021-05-01,100.0
LN100029,2021-06-01,100.0
LN100029,2021-07-01,100.0
LN100029,2021-08-01,60.0
LN100029,2021-09-01,60.0
LN100029,2021-10-01,100.0
LN100029,2021-11-01,100.0
LN100029,2021-12-01,100.0
LN100029,2022-01-01,100.0
LN100029,2022-02-01,100.0
LN100029,2022-03-01,100.0
LN100029,2022-04-01,100.0
LN100029,2022-05-01,100.0
LN100029,2022-06-01,100.0
LN100029,2022-07-01,100.0
LN100029,2022-08-01,100.0
LN100029,2022-09-01,100.0
LN100029,2022-10-01,100.0
LN100029,2022-11-01,100.0
LN100029,2022-12-01,100.0
LN100029,2023-01-01,55.83
LN100029,2023-02-01,100.0
LN100029,2023-03-01,100.0
LN100029,2023-04-01,100.0
LN100029,2023-05-01,100.0
LN100029,2023-06-01,100.0
LN100029,2023-07-01,100.0
LN100029,2023-08-01,100.0
LN100029,2023-09-01,100.0
LN100029,2023-10-01,100.0
LN100029,2023-11-01,100.0
LN100029,2023-12-01,100.0
LN100030,2022-03-01,100.0
LN100030,2022-04-01,100.0
LN100030,2022-05-01,100.0
LN100030,2022-06-01,100.0
LN100030,2022-07-01,100.0
LN100030,2022-08-01,100.0
LN100030,2022-09-01,100.0
LN100030,2022-10-01,100.0
LN100030,2022-11-01,100.0
LN100030,2022-12-01,100.0
LN100030,2023-01-01,100.0
LN100030,2023-02-01,100.0
LN100030,2023-03-01,55.83
LN100030,2023-04-01,95.0
LN100030,2023-05-01,100.0
LN100030,2023-06-01,100.0
LN100030,2023-07-01,100.0
LN100030,2023-08-01,100.0
LN100030,2023-09-01,100.0
LN100030,2023-10-01,100.0
LN100030,2023-11-01,100.0
LN100030,2023-12-01,100.0
LN100031,2023-09-01,100.0
LN100031,2023-10-01,100.0
LN100031,2023-11-01,100.0
LN100031,2023-12-01,100.0
LN100033,2020-03-01,100.0
LN100033,2020-04-01,100.0
LN100033,2020-05-01,100.0
LN100033,2020-06-01,100.0
LN100033,2020-07-01,100.0
LN100033,2020-08-01,100.0
LN100033,2020-09-01,100.0
LN100033,2020-10-01,100.0
LN100033,2020-11-01,100.0
LN100033,2020-12-01,100.0
LN100033,2021-01-01,100.0
LN100033,2021-02-01,100.0
LN100033,2021-03-01,100.0
LN100033,2021-04-01,100.0
LN100033,2021-05-01,100.0
LN100033,2021-06-01,60.0
LN100033,2021-07-01,100.0
LN100033,2021-08-01,100.0
LN100033,2021-09-01,100.0
LN100033,2021-10-01,100.0
LN100033,2021-11-01,100.0
LN100033,2021-12-01,100.0
LN100033,2022-01-01,100.0
LN100033,2022-02-01,100.0
LN100033,2022-03-01,60.0
LN100033,2022-04-01,100.0
LN100033,2022-05-01,100.0
LN100033,2022-06-01,100.0
LN100033,2022-07-01,100.0
LN100033,2022-08-01,100.0
LN100033,2022-09-01,100.0
LN100033,2022-10-01,100.0
LN100033,2022-11-01,100.0
LN100033,2022-12-01,100.0
LN100033,2023-01-01,95.83
LN100033,2023-02-01,100.0
LN100033,2023-03-01,100.0
LN100033,2023-04-01,100.0
LN100033,2023-05-01,100.0
LN100033,2023-06-01,100.0
LN100033,2023-07-01,100.0
LN100033,2023-08-01,100.0
LN100033,2023-09-01,100.0
LN100033,2023-10-01,60.0
LN100033,2023-11-01,100.0
LN100033,2023-12-01,100.0
LN100034,2020-03-01,100.0
LN100034,2020-04-01,100.0
LN100034,2020-05-01,100.0
LN100034,2020-06-01,100.0
LN100034,2020-07-01,100.0
LN100034,2020-08-01,100.0
LN100034,2020-09-01,60.0
LN100034,2020-10-01,100.0
LN100034,2020-11-01,100.0
LN100034,2020-12-01,100.0
LN100034,2021-01-01,100.0
LN100034,2021-02-01,100.0
LN100034,2021-03-01,100.0
LN100034,2021-04-01,100.0
LN100034,2021-05-01,100.0
LN100034,2021-06-01,100.0
LN100034,2021-07-01,100.0
LN100034,2021-08-01,100.0
LN100034,2021-09-01,100.0
LN100034,2021-10-01,100.0
LN100034,2021-11-01,100.0
LN100034,2021-12-01,100.0
LN100034,2022-01-01,100.0
LN100034,2022-02-01,100.0
LN100034,2022-03-01,100.0
LN100034,2022-04-01,100.0
LN100034,2022-05-01,100.0
LN100034,2022-06-01,100.0
LN100034,2022-07-01,100.0
LN100034,2022-08-01,100.0
LN100034,2022-09-01,100.0
LN100034,2022-10-01,100.0
LN100034,2022-11-01,100.0
LN100034,2022-12-01,100.0
LN100034,2023-01-01,100.0
LN100034,2023-02-01,100.0
LN100034,2023-03-01,95.83
LN100034,2023-04-01,100.0
LN100034,2023-05-01,100.0
LN100034,2023-06-01,100.0
LN100034,2023-07-01,100.0
LN100034,2023-08-01,100.0
LN100034,2023-09-01,100.0
LN100034,2023-10-01,100.0
LN100034,2023-11-01,100.0
LN100034,2023-12-01,100.0
LN100035,2019-03-01,100.0
LN100035,2019-04-01,100.0
LN100035,2019-05-01,100.0
LN100035,2019-06-01,100.0
LN100035,2019-07-01,100.0
LN100035,2019-08-01,100.0
LN100036,2019-09-01,53.75
LN100036,2019-10-01,100.0
LN100036,2019-11-01,100.0
LN100036,2019-12-01,100.0
LN100036,2020-01-01,100.0
LN100036,2020-02-01,100.0
LN100037,2021-11-01,98.75
LN100037,2021-12-01,98.75
LN100037,2022-01-01,98.75
LN100037,2022-02-01,98.75
LN100037,2022-03-01,98.75
LN100037,2022-04-01,98.75
LN100037,2022-05-01,98.75
LN100037,2022-06-01,98.75
LN100037,2022-07-01,98.75
LN100037,2022-08-01,98.75
LN100037,2022-09-01,98.75
LN100037,2022-10-01,98.75
LN100037,2022-11-01,98.75
LN100037,2022-12-01,94.58
LN100037,2023-01-01,98.75
