exception_probability,exception_type_pred,decided_by,anomaly_score,loan_id,reporting_month
0.15412070388025678,none,anomaly score only,0.30824140776051356,LN100007,2019-08-01
0.98,balance_inconsistency,rule,0.8143796436380228,LN100007,2019-09-01
0.15630328345141306,none,anomaly score only,0.3126065669028261,LN100007,2019-10-01
0.18192169523728788,none,anomaly score only,0.36384339047457576,LN100007,2019-11-01
0.08096882919661624,none,anomaly score only,0.1619376583932325,LN100008,2020-11-01
0.06860277334894445,none,anomaly score only,0.1372055466978889,LN100008,2020-12-01
0.06415371720855227,none,anomaly score only,0.12830743441710454,LN100008,2021-01-01
0.07285137798719334,none,anomaly score only,0.14570275597438667,LN100008,2021-02-01
0.07035504786991946,none,anomaly score only,0.14071009573983892,LN100008,2021-03-01
0.05510054728952654,none,anomaly score only,0.11020109457905308,LN100008,2021-04-01
0.05434181765185616,none,anomaly score only,0.10868363530371232,LN100008,2021-05-01
0.07538067233412596,none,anomaly score only,0.15076134466825192,LN100008,2021-06-01
0.05630599300847176,none,anomaly score only,0.11261198601694351,LN100008,2021-07-01
0.05523779875480141,none,anomaly score only,0.11047559750960281,LN100008,2021-08-01
0.05892307905537584,none,anomaly score only,0.11784615811075168,LN100008,2021-09-01
0.058482339159882955,none,anomaly score only,0.11696467831976591,LN100008,2021-10-01
0.06961723044194602,none,anomaly score only,0.13923446088389205,LN100008,2021-11-01
0.058401458690234435,none,anomaly score only,0.11680291738046887,LN100008,2021-12-01
0.06133967954767468,none,anomaly score only,0.12267935909534936,LN100008,2022-01-01
0.06372350415145182,none,anomaly score only,0.12744700830290365,LN100008,2022-02-01
0.06317746795619998,none,anomaly score only,0.12635493591239996,LN100008,2022-03-01
0.06184678698858578,none,anomaly score only,0.12369357397717155,LN100008,2022-04-01
0.14848778270323063,none,anomaly score only,0.29697556540646125,LN100008,2022-05-01
0.08679308575438512,none,anomaly score only,0.17358617150877023,LN100008,2022-06-01
0.07124772966677366,none,anomaly score only,0.14249545933354732,LN100008,2022-07-01
0.07371053374961249,none,anomaly score only,0.14742106749922498,LN100008,2022-08-01
0.07578401034778932,none,anomaly score only,0.15156802069557865,LN100008,2022-09-01
0.07934290337652587,none,anomaly score only,0.15868580675305174,LN100008,2022-10-01
0.10519827061824338,none,anomaly score only,0.21039654123648677,LN100008,2022-11-01
0.08754435811126138,none,anomaly score only,0.17508871622252276,LN100008,2022-12-01
0.09094524041530286,none,anomaly score only,0.18189048083060572,LN100008,2023-01-01
0.0948213577600631,none,anomaly score only,0.1896427155201262,LN100008,2023-02-01
0.09807975979696822,none,anomaly score only,0.19615951959393643,LN100008,2023-03-01
0.1019528619731022,none,anomaly score only,0.2039057239462044,LN100008,2023-04-01
0.1036910494380447,none,anomaly score only,0.2073820988760894,LN100008,2023-05-01
0.11688136822817469,none,anomaly score only,0.23376273645634937,LN100008,2023-06-01
0.12050819368254735,none,anomaly score only,0.2410163873650947,LN100008,2023-07-01
0.12915030856415274,none,anomaly score only,0.2583006171283055,LN100008,2023-08-01
0.1363495946303044,none,anomaly score only,0.2726991892606088,LN100008,2023-09-01
0.1472980802776245,none,anomaly score only,0.294596160555249,LN100008,2023-10-01
0.15792613198588146,none,anomaly score only,0.3158522639717629,LN100008,2023-11-01
0.16434980308607663,none,anomaly score only,0.32869960617215327,LN100008,2023-12-01
0.17450619942246967,none,anomaly score only,0.34901239884493934,LN100009,2023-04-01
0.16075208305483063,none,anomaly score only,0.32150416610966126,LN100009,2023-05-01
0.16381550429674221,none,anomaly score only,0.32763100859348443,LN100009,2023-06-01
0.24886139903978324,none,anomaly score only,0.4977227980795665,LN100009,2023-07-01
0.1459989200836615,none,anomaly score only,0.291997840167323,LN100009,2023-08-01
0.14465431318209226,none,anomaly score only,0.28930862636418453,LN100009,2023-09-01
0.1631859754598967,none,anomaly score only,0.3263719509197934,LN100009,2023-10-01
0.15049799630392957,none,anomaly score only,0.30099599260785914,LN100009,2023-11-01
0.14924409725368634,none,anomaly score only,0.2984881945073727,LN100009,2023-12-01
0.18023784680523844,none,anomaly score only,0.3604756936104769,LN100010,2019-01-01
0.16686147513705524,none,anomaly score only,0.3337229502741105,LN100010,2019-02-01
0.15758054525989476,none,anomaly score only,0.3151610905197895,LN100010,2019-03-01
0.16718500717472873,none,anomaly score only,0.33437001434945746,LN100010,2019-04-01
0.1517348868241452,none,anomaly score only,0.3034697736482904,LN100010,2019-05-01
0.15090955128722147,none,anomaly score only,0.30181910257444294,LN100010,2019-06-01
0.15061051657945954,none,anomaly score only,0.30122103315891907,LN100010,2019-07-01
0.1527407168746986,none,anomaly score only,0.3054814337493972,LN100010,2019-08-01
0.15232236644077327,none,anomaly score only,0.30464473288154653,LN100010,2019-09-01
0.15262278403197763,none,anomaly score only,0.30524556806395525,LN100010,2019-10-01
0.15252906101609526,none,anomaly score only,0.3050581220321905,LN100010,2019-11-01
0.15144834363714801,none,anomaly score only,0.30289668727429603,LN100010,2019-12-01
0.17129753497051342,none,anomaly score only,0.34259506994102684,LN100010,2020-01-01
0.16849813222302193,none,anomaly score only,0.33699626444604386,LN100011,2023-08-01
0.16755089814557128,none,anomaly score only,0.33510179629114256,LN100011,2023-09-01
0.16208005069654177,none,anomaly score only,0.32416010139308354,LN100011,2023-10-01
0.15998199071531902,none,anomaly score only,0.31996398143063803,LN100011,2023-11-01
0.15591679007969003,none,anomaly score only,0.31183358015938006,LN100011,2023-12-01
0.14534688431957776,none,anomaly score only,0.2906937686391555,LN100012,2021-10-01
0.046363821186584456,none,anomaly score only,0.09272764237316891,LN100012,2021-11-01
0.04041880829410687,none,anomaly score only,0.08083761658821374,LN100012,2021-12-01
0.10938933818846525,none,anomaly score only,0.2187786763769305,LN100012,2022-01-01
0.030120364672117022,none,anomaly score only,0.060240729344234044,LN100012,2022-02-01
0.02777004769734781,none,anomaly score only,0.05554009539469562,LN100012,2022-03-01
0.026966029050068202,none,anomaly score only,0.053932058100136404,LN100012,2022-04-01
0.023055289658808507,none,anomaly score only,0.046110579317617015,LN100012,2022-05-01
0.022224484387041776,none,anomaly score only,0.04444896877408355,LN100012,2022-06-01
0.021357556436728837,none,anomaly score only,0.042715112873457674,LN100012,2022-07-01
0.14007148488202062,none,anomaly score only,0.28014296976404124,LN100012,2022-08-01
0.02253769761983405,none,anomaly score only,0.0450753952396681,LN100012,2022-09-01
0.025832413825325105,none,anomaly score only,0.05166482765065021,LN100012,2022-10-01
0.02384373202917552,none,anomaly score only,0.04768746405835104,LN100012,2022-11-01
0.023545683513580246,none,anomaly score only,0.04709136702716049,LN100012,2022-12-01
0.025598074459256034,none,anomaly score only,0.05119614891851207,LN100012,2023-01-01
0.027567940936334984,none,anomaly score only,0.05513588187266997,LN100012,2023-02-01
0.027800182102414323,none,anomaly score only,0.055600364204828646,LN100012,2023-03-01
0.02749191261940901,none,anomaly score only,0.05498382523881802,LN100012,2023-04-01
0.030264817173574682,none,anomaly score only,0.060529634347149364,LN100012,2023-05-01
0.03400492957390677,none,anomaly score only,0.06800985914781355,LN100012,2023-06-01
0.0646481723619848,none,anomaly score only,0.1292963447239696,LN100012,2023-07-01
0.05493554585583151,none,anomaly score only,0.10987109171166302,LN100013,2019-09-01
0.045924174615758415,none,anomaly score only,0.09184834923151683,LN100013,2019-10-01
0.05244307075348174,none,anomaly score only,0.10488614150696347,LN100013,2019-11-01
0.036155762042089847,none,anomaly score only,0.07231152408417969,LN100013,2019-12-01
0.04133567660792194,none,anomaly score only,0.08267135321584387,LN100013,2020-01-01
0.0283918610784823,none,anomaly score only,0.0567837221569646,LN100013,2020-02-01
0.03268616701328956,none,anomaly score only,0.06537233402657912,LN100013,2020-02-01
0.030546928603540472,none,anomaly score only,0.061093857207080944,LN100013,2020-03-01
0.02891436328156314,none,anomaly score only,0.05782872656312628,LN100013,2020-04-01
0.02322793455815327,none,anomaly score only,0.04645586911630654,LN100013,2020-05-01
0.10375607760287013,none,anomaly score only,0.20751215520574026,LN100013,2020-06-01
0.98,balance_inconsistency,rule,0.4364199885092021,LN100013,2020-07-01
0.021763191408008736,none,anomaly score only,0.04352638281601747,LN100013,2020-08-01
0.019974721396894046,none,anomaly score only,0.03994944279378809,LN100013,2020-09-01
0.08184056243639316,none,anomaly score only,0.16368112487278633,LN100013,2020-10-01
0.020301126247239464,none,anomaly score only,0.04060225249447893,LN100013,2020-11-01
0.019007126762351237,none,anomaly score only,0.038014253524702474,LN100013,2020-12-01
0.018981782287204253,none,anomaly score only,0.037963564574408505,LN100013,2021-01-01
0.018059181782895152,none,anomaly score only,0.036118363565790304,LN100013,2021-02-01
0.019021356237797354,none,anomaly score only,0.03804271247559471,LN100013,2021-03-01
0.029882480897771492,none,anomaly score only,0.059764961795542984,LN100013,2021-04-01
0.98,balance_inconsistency,rule,0.4416341932697176,LN100013,2021-05-01
0.02105265532273568,none,anomaly score only,0.04210531064547136,LN100013,2021-06-01
0.02184149807750519,none,anomaly score only,0.04368299615501038,LN100013,2021-07-01
0.0841037057257203,none,anomaly score only,0.1682074114514406,LN100013,2021-08-01
0.024723460654295086,none,anomaly score only,0.04944692130859017,LN100013,2021-09-01
0.027306012742629122,none,anomaly score only,0.054612025485258245,LN100013,2021-10-01
0.028548765240095295,none,anomaly score only,0.05709753048019059,LN100013,2021-11-01
0.030651599991181146,none,anomaly score only,0.06130319998236229,LN100013,2021-12-01
0.0322114312319246,none,anomaly score only,0.0644228624638492,LN100013,2022-01-01
0.03389421122832633,none,anomaly score only,0.06778842245665266,LN100013,2022-02-01
0.04165143792788205,none,anomaly score only,0.0833028758557641,LN100013,2022-03-01
0.0456037262825658,none,anomaly score only,0.0912074525651316,LN100013,2022-03-01
0.04150078180966966,none,anomaly score only,0.08300156361933932,LN100013,2022-04-01
0.040921047626318346,none,anomaly score only,0.08184209525263669,LN100013,2022-05-01
0.03957130890915321,none,anomaly score only,0.07914261781830642,LN100013,2022-06-01
0.04975749337139231,none,anomaly score only,0.09951498674278463,LN100013,2022-07-01
0.04691953529002186,none,anomaly score only,0.09383907058004372,LN100013,2022-08-01
0.04812459629008299,none,anomaly score only,0.09624919258016598,LN100013,2022-09-01
0.04957140168482296,none,anomaly score only,0.09914280336964593,LN100013,2022-10-01
0.051280470308587525,none,anomaly score only,0.10256094061717505,LN100013,2022-11-01
0.05283595061190529,none,anomaly score only,0.10567190122381058,LN100013,2022-12-01
0.057538256171642876,none,anomaly score only,0.11507651234328575,LN100013,2023-01-01
0.05874531757021027,none,anomaly score only,0.11749063514042055,LN100013,2023-02-01
0.06206622678161389,none,anomaly score only,0.12413245356322777,LN100013,2023-03-01
0.06304408212684234,none,anomaly score only,0.1260881642536847,LN100013,2023-04-01
0.06653730869856715,none,anomaly score only,0.1330746173971343,LN100013,2023-05-01
0.07676723588672317,none,anomaly score only,0.15353447177344634,LN100013,2023-06-01
0.07925583583155624,none,anomaly score only,0.15851167166311247,LN100013,2023-07-01
0.10584958548621697,none,anomaly score only,0.21169917097243393,LN100013,2023-08-01
0.0939067814636816,none,anomaly score only,0.1878135629273632,LN100013,2023-09-01
0.10191951764123747,none,anomaly score only,0.20383903528247493,LN100013,2023-10-01
0.10635784376471602,none,anomaly score only,0.21271568752943204,LN100013,2023-11-01
0.11434231036874362,none,anomaly score only,0.22868462073748724,LN100013,2023-12-01
0.16587471522638464,none,anomaly score only,0.3317494304527693,LN100014,2020-07-01
0.1653557988215148,none,anomaly score only,0.3307115976430296,LN100014,2020-08-01
0.14909232971620878,none,anomaly score only,0.29818465943241756,LN100014,2020-09-01
0.14252749325012848,none,anomaly score only,0.28505498650025696,LN100014,2020-10-01
0.14337949345819187,none,anomaly score only,0.28675898691638374,LN100014,2020-11-01
0.13868935787021433,none,anomaly score only,0.27737871574042866,LN100014,2020-12-01
0.13954945512925826,none,anomaly score only,0.2790989102585165,LN100014,2021-01-01
0.13507038539191216,none,anomaly score only,0.2701407707838243,LN100014,2021-02-01
0.2087338539484933,none,anomaly score only,0.4174677078969866,LN100014,2021-03-01
0.1354625440562419,none,anomaly score only,0.2709250881124838,LN100014,2021-04-01
0.24227929383757713,none,anomaly score only,0.48455858767515425,LN100014,2021-05-01
0.2891357095044204,none,anomaly score only,0.5782714190088408,LN100014,2021-06-01
0.35549993191204826,none,anomaly score only,0.7109998638240965,LN100014,2021-07-01
0.37078841718883093,none,anomaly score only,0.7415768343776619,LN100014,2021-08-01
0.3814192882992538,none,anomaly score only,0.7628385765985076,LN100014,2021-09-01
0.43073015351804594,none,anomaly score only,0.8614603070360919,LN100014,2021-10-01
0.4239655522917191,none,anomaly score only,0.8479311045834382,LN100014,2021-11-01
0.39422700572083813,none,anomaly score only,0.7884540114416763,LN100014,2021-12-01
0.404084679667799,none,anomaly score only,0.808169359335598,LN100014,2022-01-01
0.4016441200700107,none,anomaly score only,0.8032882401400214,LN100014,2022-02-01
0.42015592175695976,none,anomaly score only,0.8403118435139195,LN100014,2022-03-01
0.3945952805720443,none,anomaly score only,0.7891905611440886,LN100014,2022-04-01
0.15165163922047029,none,anomaly score only,0.30330327844094057,LN100015,2021-11-01
0.1405192598454511,none,anomaly score only,0.2810385196909022,LN100015,2021-12-01
0.1320501437875781,none,anomaly score only,0.2641002875751562,LN100015,2022-01-01
0.09551447247798316,none,anomaly score only,0.1910289449559663,LN100015,2022-02-01
0.12557697798492198,none,anomaly score only,0.25115395596984397,LN100015,2022-03-01
0.1253066424366662,none,anomaly score only,0.2506132848733324,LN100015,2022-04-01
0.1255225629291016,none,anomaly score only,0.2510451258582032,LN100015,2022-05-01
0.12537416763353326,none,anomaly score only,0.2507483352670665,LN100015,2022-06-01
0.28695593280569964,none,anomaly score only,0.5739118656113993,LN100015,2022-07-01
0.22405286766349558,none,anomaly score only,0.44810573532699116,LN100015,2022-08-01
0.22512867745519247,none,anomaly score only,0.45025735491038493,LN100015,2022-09-01
0.227848674105193,none,anomaly score only,0.455697348210386,LN100015,2022-10-01
0.22734592560944591,none,anomaly score only,0.45469185121889183,LN100015,2022-11-01
0.23012215585050178,none,anomaly score only,0.46024431170100355,LN100015,2022-12-01
0.23222321673734958,none,anomaly score only,0.46444643347469916,LN100015,2023-01-01
0.24681883218571277,none,anomaly score only,0.49363766437142553,LN100015,2023-02-01
0.23230686107549287,none,anomaly score only,0.46461372215098573,LN100015,2023-03-01
0.23632192688706954,none,anomaly score only,0.4726438537741391,LN100015,2023-04-01
0.2407028508294615,none,anomaly score only,0.481405701658923,LN100015,2023-05-01
0.2476872318086003,none,anomaly score only,0.4953744636172006,LN100015,2023-06-01
0.32279128187910733,none,anomaly score only,0.6455825637582147,LN100015,2023-07-01
0.28478841079007244,none,anomaly score only,0.5695768215801449,LN100015,2023-08-01
0.29483634229242295,none,anomaly score only,0.5896726845848459,LN100015,2023-09-01
0.30081066272097357,none,anomaly score only,0.6016213254419471,LN100015,2023-10-01
0.35990273079152063,none,anomaly score only,0.7198054615830413,LN100015,2023-11-01
0.415241330470045,none,anomaly score only,0.83048266094009,LN100015,2023-12-01
0.060086704247208106,none,anomaly score only,0.12017340849441621,LN100016,2020-08-01
0.06269371024558364,none,anomaly score only,0.12538742049116727,LN100016,2020-09-01
0.04568618509438177,none,anomaly score only,0.09137237018876354,LN100016,2020-10-01
0.04370520249236685,none,anomaly score only,0.0874104049847337,LN100016,2020-11-01
0.038664309157465784,none,anomaly score only,0.07732861831493157,LN100016,2020-12-01
0.03625876868542998,none,anomaly score only,0.07251753737085996,LN100016,2021-01-01
0.03317202601435785,none,anomaly score only,0.0663440520287157,LN100016,2021-02-01
0.03409625303488459,none,anomaly score only,0.06819250606976918,LN100016,2021-03-01
0.03306415256805918,none,anomaly score only,0.06612830513611836,LN100016,2021-04-01
0.031890564210277667,none,anomaly score only,0.06378112842055533,LN100016,2021-05-01
0.03228606528405969,none,anomaly score only,0.06457213056811938,LN100016,2021-06-01
0.032938195524525093,none,anomaly score only,0.06587639104905019,LN100016,2021-07-01
0.03258379157894755,none,anomaly score only,0.0651675831578951,LN100016,2021-08-01
0.032057420507977503,none,anomaly score only,0.06411484101595501,LN100016,2021-09-01
0.031892472848093704,none,anomaly score only,0.06378494569618741,LN100016,2021-10-01
0.030536109974035,none,anomaly score only,0.06107221994807,LN100016,2021-11-01
0.98,balance_inconsistency,rule,0.4265135452270853,LN100016,2021-12-01
0.03222608084485672,none,anomaly score only,0.06445216168971343,LN100016,2022-01-01
0.030251322153778695,none,anomaly score only,0.06050264430755739,LN100016,2022-02-01
0.09086584582036629,none,anomaly score only,0.18173169164073258,LN100016,2022-03-01
0.02937993446869369,none,anomaly score only,0.05875986893738738,LN100016,2022-04-01
0.030418046994436586,none,anomaly score only,0.06083609398887317,LN100016,2022-05-01
0.03218033715810668,none,anomaly score only,0.06436067431621335,LN100016,2022-06-01
0.03216179579115977,none,anomaly score only,0.06432359158231954,LN100016,2022-07-01
0.03461031735709024,none,anomaly score only,0.06922063471418048,LN100016,2022-08-01
0.0375560765339005,none,anomaly score only,0.075112153067801,LN100016,2022-09-01
0.04024572014114112,none,anomaly score only,0.08049144028228224,LN100016,2022-10-01
0.04348793001445837,none,anomaly score only,0.08697586002891675,LN100016,2022-11-01
0.2135181179923122,none,anomaly score only,0.4270362359846244,LN100016,2022-12-01
0.1467121473946746,none,anomaly score only,0.2934242947893492,LN100016,2023-01-01
0.13697962462073582,none,anomaly score only,0.27395924924147164,LN100016,2023-02-01
0.1351345223695236,none,anomaly score only,0.2702690447390472,LN100016,2023-03-01
0.1370152961347718,none,anomaly score only,0.2740305922695436,LN100016,2023-04-01
0.14173666147016709,none,anomaly score only,0.28347332294033417,LN100016,2023-05-01
